NO,종목명,현재가,전일비,등락률,액면가,시가총액,상장주식수,외국인비율,거래량,PER,ROI
481,엘브이엠씨홀딩스,"1,783",하락7,-0.39%,0,"3,059","171,588",13.58,"122,525",-19.59,-4.45
482,DL건설,"13,850",하락320,-2.26%,"5,000","3,054","22,053",2.03,"5,276",5.82,5.67
483,아세아,"140,700","하락1,000",-0.71%,"5,000","3,045","2,165",4.44,277,3.67,8.89
484,락앤락,"5,990",하락30,-0.50%,500,"3,007","50,200",76.75,"13,017",-19.83,-2.38
485,TRUE KIS CD금리투자 ETN,"50,095",0,0.00%,0,"3,006","6,000",0.00,0,N/A,N/A
486,한국쉘석유,"230,500",상승500,+0.22%,"5,000","2,996","1,300",62.34,41,11.21,24.02
487,삼익THK,"14,250",하락280,-1.93%,500,"2,992","21,000",34.22,"17,763",17.97,N/A
488,경방,"10,900",상승130,+1.21%,500,"2,988","27,415",1.12,"3,927",67.70,0.59
489,BYC,"478,000","하락6,000",-1.24%,"5,000","2,986",625,1.60,12,11.38,7.08
490,일진다이아,"20,900",하락400,-1.88%,"1,000","2,968","14,203",1.67,"8,677",-44.28,-1.65
491,일진전기,"8,000",하락100,-1.23%,"1,000","2,966","37,080",2.37,"676,489",12.25,7.25
492,와이투솔루션,"1,782",상승4,+0.22%,500,"2,949","165,515",1.72,"1,912,873",-127.29,-2.60
493,현대비앤지스틸,"19,500",하락470,-2.35%,"5,000","2,940","15,079",3.29,"140,692",11.37,5.10
494,코오롱글로벌,"15,390",하락160,-1.03%,"5,000","2,914","18,933",2.00,"11,515",2.70,25.00
495,도화엔지니어링,"8,640",하락10,-0.12%,500,"2,913","33,720",1.75,"57,851",176.33,0.62
496,삼양패키징,"18,410",상승10,+0.05%,"5,000","2,907","15,789",5.28,"2,039",23.69,N/A
497,KBSTAR Fn수소경제테마,"10,430",하락70,-0.67%,0,"2,894","27,750",0.01,"32,043",N/A,N/A
498,KODEX 코스피,"26,540",하락30,-0.11%,0,"2,893","10,900",0.30,"3,294",N/A,N/A
499,현대차증권,"9,110",하락10,-0.11%,"5,000","2,889","31,713",2.89,"4,296",4.05,7.30
500,키다리스튜디오,"7,800",하락90,-1.14%,500,"2,884","36,971",0.53,"28,704",-100.00,-1.14
501,KODEX 은행,"6,355",상승15,+0.24%,0,"2,882","45,350",0.00,"129,935",N/A,N/A
502,한국콜마홀딩스,"15,510",하락160,-1.02%,500,"2,881","18,577",14.77,"3,436",-50.19,-0.98
503,한전산업,"8,830",상승60,+0.68%,500,"2,879","32,600",1.49,"307,794",17.70,17.93
504,백광산업,"6,380",하락260,-3.92%,500,"2,866","44,918",5.53,"768,505",13.24,10.87
505,제일약품,"19,470",하락340,-1.72%,500,"2,863","14,705",2.99,"8,212",-21.88,-8.03
506,한솔제지,"11,870",상승20,+0.17%,"5,000","2,825","23,801",10.19,"21,944",3.83,10.39
507,롯데하이마트,"11,880",0,0.00%,"5,000","2,805","23,608",4.39,"3,954",-0.53,-33.81
508,태경산업,"9,550",상승20,+0.21%,500,"2,791","29,229",4.84,"3,607,153",12.12,8.42
509,테이팩스,"59,100","하락1,400",-2.31%,500,"2,788","4,718",3.57,"12,015",14.73,13.56
510,케이씨,"20,550",하락500,-2.38%,500,"2,785","13,554",7.82,"5,704",2.80,14.47
511,대한방직,"52,400",하락300,-0.57%,"1,000","2,777","5,300",0.59,74,-53.09,-3.81
512,유니퀘스트,"10,120",하락240,-2.32%,500,"2,768","27,356",52.65,"23,388",5.63,15.17
513,대상홀딩스,"7,630",상승20,+0.26%,"1,000","2,763","36,213",4.76,"3,534",8.79,4.47
514,그린케미칼,"11,470",하락270,-2.30%,500,"2,753","24,000",0.93,"169,435",95.58,2.34
515,AK홀딩스,"20,650",하락650,-3.05%,"5,000","2,736","13,248",4.65,"18,023",-4.50,-10.60
516,신세계 I&C,"15,900",하락450,-2.75%,500,"2,735","17,200",3.44,"44,165",3.26,N/A
517,대동,"11,390",하락50,-0.44%,"1,000","2,726","23,932",4.12,"63,278",7.30,11.11
518,NPC,"7,420",하락80,-1.07%,500,"2,725","36,720",2.43,"80,682",11.07,8.44
519,대한제당,"3,035",하락25,-0.82%,500,"2,722","89,697",2.84,"266,756",11.41,4.87
520,코오롱,"21,500",하락150,-0.69%,"5,000","2,715","12,626",9.86,"4,991",2.15,15.38
521,하나제약,"15,160",하락140,-0.92%,500,"2,694","17,773",0.33,"9,361",11.08,9.34
522,아주스틸,"10,110",하락190,-1.84%,500,"2,674","26,452",20.74,"10,624",198.24,0.56
523,HLB글로벌,"6,310",하락90,-1.41%,500,"2,673","42,367",5.32,"59,422",-23.11,-13.45
524,성신양회,"10,870",하락180,-1.63%,"5,000","2,665","24,516",6.12,"158,253",-10.33,-6.56
525,코오롱모빌리티그룹,"4,210",하락35,-0.82%,500,"2,643","62,777",0.87,"94,559",N/A,N/A
526,현대지에프홀딩스,"4,115",하락30,-0.72%,500,"2,626","63,824",10.60,"36,783",7.19,3.06
527,광주신세계,"32,700",상승200,+0.62%,"1,000","2,616","8,000",9.28,"1,280",4.59,7.42
528,동양,"1,092",하락2,-0.18%,500,"2,606","238,684",5.21,"20,149",-60.67,-0.56
529,종근당홀딩스,"51,700",상승100,+0.19%,"2,500","2,590","5,010",5.39,373,241.59,0.20
530,KBSTAR 단기종합채권(AA-이상)액티브,"103,955",상승10,+0.01%,0,"2,584","2,486",0.00,83,N/A,N/A
531,대원강업,"4,095",하락85,-2.03%,500,"2,539","62,000",2.75,"80,816",13.47,3.99
532,스틱인베스트먼트,"6,090",하락20,-0.33%,500,"2,538","41,678",5.08,"23,366",16.03,N/A
533,SOL 종합채권(AA-이상)액티브,"102,145",하락5,0.00%,0,"2,534","2,481",0.00,1,N/A,N/A
534,KBSTAR 미국나스닥100,"12,880",상승50,+0.39%,0,"2,524","19,600",0.01,"28,465",N/A,N/A
535,일진홀딩스,"5,090",하락10,-0.20%,"1,000","2,512","49,347",5.37,"111,982",13.65,4.34
536,SNT홀딩스,"15,400",상승20,+0.13%,500,"2,511","16,304",9.53,"4,162",4.88,5.31
537,KBSTAR 미국S&P500,"12,050",상승35,+0.29%,0,"2,506","20,800",0.00,"23,822",N/A,N/A
538,삼영무역,"13,510",하락10,-0.07%,500,"2,495","18,467",17.79,"3,107",4.63,12.23
539,자이에스앤디,"6,410",하락50,-0.77%,"1,000","2,486","38,783",1.32,"23,468",3.19,24.11
540,유진투자증권,"2,555",하락5,-0.20%,"5,000","2,475","96,866",6.07,"49,664",15.77,1.62
541,대한제분,"146,000",하락600,-0.41%,"5,000","2,467","1,690",9.10,36,5.99,4.58
542,한국금융지주우,"42,100",하락200,-0.47%,"5,000","2,466","5,858",15.25,885,4.07,N/A
543,사조대림,"26,700",하락900,-3.26%,"5,000","2,447","9,164",4.61,"12,114",3.44,15.48
544,대성에너지,"8,810",0,0.00%,"1,000","2,423","27,500",0.80,"14,830",-326.30,-0.24
545,태경비케이,"8,750",하락530,-5.71%,500,"2,414","27,583",2.97,"1,195,739",10.29,14.24
546,현대코퍼레이션,"18,210",상승90,+0.50%,"5,000","2,409","13,229",7.17,"28,925",3.06,19.83
547,무림P&P,"3,860",하락25,-0.64%,"2,500","2,407","62,368",2.35,"22,724",5.35,7.11
548,디아이,"8,500",상승120,+1.43%,500,"2,406","28,300",8.16,"251,390",18.24,9.97
549,KBSTAR 코스피,"26,715",하락25,-0.09%,0,"2,404","9,000",0.04,12,N/A,N/A
550,STX,"8,390",상승920,+12.32%,"2,500","2,401","28,621",0.81,"8,023,593",-17.70,-23.17
551,동화약품,"8,540",하락30,-0.35%,"1,000","2,385","27,931",3.32,"11,471",11.70,5.73
552,GS글로벌,"2,890",하락20,-0.69%,"2,500","2,385","82,534",4.03,"538,032",3.40,19.28
553,TIGER 리츠부동산인프라,"4,570",하락5,-0.11%,0,"2,372","51,900",0.00,"31,902",N/A,N/A
554,KPX케미칼,"48,950",0,0.00%,"5,000","2,369","4,840",28.33,144,8.28,4.97
555,금호건설,"6,390",하락80,-1.24%,"5,000","2,361","36,954",5.72,"9,750",11.21,3.54
556,JW홀딩스,"3,250",하락20,-0.61%,500,"2,357","72,508",1.68,"1,692",10.62,22.13
557,만호제강,"56,500",0,0.00%,"1,000","2,345","4,150",2.97,"2,523",50.27,2.75
558,에이블씨엔씨,"8,670",하락190,-2.14%,500,"2,344","27,033",10.50,"23,371",247.71,0.82
559,KBSTAR KIS국고채30년Enhanced,"72,425",하락345,-0.47%,0,"2,339","3,230",0.80,"14,835",N/A,N/A
560,삼부토건,"1,180",상승2,+0.17%,"1,000","2,333","197,673",4.53,"370,160",-2.92,-35.88
561,TIGER 중장기국채,"49,075",하락65,-0.13%,0,"2,316","4,720",0.06,327,N/A,N/A
562,미원홀딩스,"99,800",하락200,-0.20%,500,"2,315","2,320",0.21,77,11.47,9.54
563,AJ네트웍스,"4,930",하락55,-1.10%,"1,000","2,308","46,822",3.68,"13,004",25.68,2.49
564,TIGER 차이나CSI300,"10,340",하락10,-0.10%,0,"2,306","22,300",1.64,"3,596",N/A,N/A
565,교촌에프앤비,"9,220",하락30,-0.32%,500,"2,303","24,983",0.40,"3,509",43.08,2.98
566,동성케미컬,"4,625",하락15,-0.32%,"1,000","2,298","49,690",2.99,"4,172",6.56,9.69
567,삼성출판사,"22,950",하락150,-0.65%,500,"2,295","10,000",0.67,"6,896",13.96,9.48
568,현대차3우B,"95,100",0,0.00%,"5,000","2,287","2,404",18.94,"2,240",3.58,N/A
569,에이프로젠바이오로직스,390,하락2,-0.51%,500,"2,284","585,755",1.74,"418,024",20.53,1.69
570,KBSTAR ESG사회책임투자,"10,620",하락60,-0.56%,0,"2,273","21,400",0.00,"3,027",N/A,N/A
571,한신기계,"7,000",상승90,+1.30%,500,"2,271","32,446",4.83,"650,582",-47.95,-5.30
572,대덕,"6,700",하락40,-0.59%,500,"2,271","33,890",7.34,"11,186",12.20,3.21
573,KPX홀딩스,"53,500",상승100,+0.19%,"5,000","2,260","4,225",31.10,102,25.36,1.08
574,퍼스텍,"4,660",상승930,+24.93%,500,"2,240","48,061",3.09,"18,167,263",125.95,3.59
575,SOL 200TR,"11,820",하락55,-0.46%,0,"2,234","18,900",0.04,"81,370",N/A,N/A
576,하이트진로홀딩스,"9,580",하락10,-0.10%,"5,000","2,223","23,207",7.50,"1,977",7.53,5.62
577,LS전선아시아,"7,250",하락60,-0.82%,500,"2,220","30,625",1.71,"87,830",-115.08,-1.27
578,넥센,"4,135",상승5,+0.12%,500,"2,214","53,544",1.56,"6,244",13.51,1.57
579,사조산업,"44,200",상승200,+0.45%,"5,000","2,210","5,000",3.88,"1,060",3.16,14.51
580,TIGER 차이나과창판STAR50(합성),"8,750",하락5,-0.06%,0,"2,192","25,050",2.11,"4,944",N/A,N/A
581,KODEX 골드선물(H),"13,005",상승35,+0.27%,0,"2,185","16,800",0.15,"38,106",N/A,N/A
582,대교,"2,575",하락15,-0.58%,500,"2,181","84,703",1.94,898,-2.00,-29.64
583,한독,"15,800",상승80,+0.51%,500,"2,175","13,764",1.78,"11,329",20.36,2.80
584,이월드,"1,529",하락10,-0.65%,"1,000","2,168","141,806",0.61,"18,483",38.23,2.32
585,흥국화재,"3,375",하락5,-0.15%,"5,000","2,168","64,243",1.74,"12,017",1.49,20.91
586,KODEX 국고채3년,"57,695",하락35,-0.06%,0,"2,168","3,758",0.04,170,N/A,N/A
587,TIGER KRX BBIG K-뉴딜,"7,320",하락40,-0.54%,0,"2,167","29,600",1.40,"31,154",N/A,N/A
588,금호석유우,"71,600",상승200,+0.28%,"5,000","2,165","3,023",7.97,885,2.31,N/A
589,이구산업,"6,440",하락540,-7.74%,500,"2,154","33,442",2.13,"3,750,318",37.66,4.58
590,디앤디플랫폼리츠,"3,330",하락15,-0.45%,"1,000","2,145","64,400",1.22,"16,278",28.46,0.38
591,KODEX K-메타버스액티브,"8,470",하락150,-1.74%,0,"2,134","25,200",0.26,"69,166",N/A,N/A
592,TIGER Fn반도체TOP10,"7,920",하락110,-1.37%,0,"2,119","26,750",0.00,"133,037",N/A,N/A
593,두산우,"53,000",상승200,+0.38%,"5,000","2,118","3,996",13.40,456,-1.63,N/A
594,NI스틸,"7,400",상승110,+1.51%,500,"2,116","28,600",4.18,"151,311",4.34,29.57
595,HDC랩스,"8,110",0,0.00%,500,"2,105","25,958",4.42,"2,614",16.93,4.72
596,대창단조,"7,340",상승40,+0.55%,500,"2,097","28,572",7.34,"344,003",5.71,16.29
597,S-Oil우,"52,100",하락100,-0.19%,"2,500","2,095","4,022",12.84,"1,458",2.89,N/A
598,부국증권,"20,200",0,0.00%,"5,000","2,095","10,370",1.34,99,6.38,6.25
599,화승인더,"3,780",하락35,-0.92%,500,"2,091","55,320",8.68,"6,744",252.00,0.24
600,우진,"10,250",상승110,+1.08%,500,"2,083","20,324",1.00,"254,361",22.00,6.38
601,경인양행,"4,995",하락105,-2.06%,500,"2,079","41,616",3.79,"102,337",14.48,6.07
602,KBSTAR 200TR,"17,915",하락15,-0.08%,0,"2,078","11,600",0.00,"1,076",N/A,N/A
603,아모레G3우(전환),"29,100",하락400,-1.36%,500,"2,064","7,092",4.75,101,44.91,N/A
604,LG우,"67,900",하락700,-1.02%,"5,000","2,052","3,022",44.46,"4,574",5.50,N/A
605,서연,"8,690",하락40,-0.46%,500,"2,040","23,480",4.90,"22,541",3.10,13.14
606,삼성전기우,"69,900",하락100,-0.14%,"5,000","2,032","2,907",6.82,"1,119",5.53,N/A
607,한솔테크닉스,"6,320",하락110,-1.71%,"5,000","2,029","32,110",7.90,"18,425",13.80,5.04
608,예스코홀딩스,"33,700",상승400,+1.20%,"5,000","2,022","6,000",10.27,389,-20.29,-2.05
609,대성산업,"4,465",0,0.00%,"5,000","2,020","45,235",2.46,"49,685",-16.98,-2.12
610,선진,"8,490",하락110,-1.28%,500,"2,019","23,780",12.50,"8,519",8.71,5.64
611,ACE 단기통안채,"101,290",상승25,+0.02%,0,"2,016","1,990",0.00,"5,715",N/A,N/A
612,경농,"10,280",상승100,+0.98%,500,"2,007","19,523",0.89,"5,553",7.48,12.08
613,신한서부티엔디리츠,"3,575",0,0.00%,"1,000","2,000","55,956",1.07,"5,179",36.86,2.02
614,태림포장,"2,795",하락5,-0.18%,500,"1,979","70,806",1.08,"8,850",11.36,5.25
615,삼성제약,"2,930",상승40,+1.38%,500,"1,968","67,162",4.76,"81,848",-7.83,-21.83
616,CJ제일제당 우,"148,100",상승500,+0.34%,"5,000","1,966","1,327",30.10,854,4.07,N/A
617,디아이씨,"5,010",하락110,-2.15%,500,"1,948","38,889",1.68,"375,290",64.23,3.12
618,백산,"8,300",하락100,-1.19%,500,"1,943","23,415",2.86,"21,035",4.44,27.95
619,KSS해운,"8,400",하락80,-0.94%,500,"1,939","23,086",6.24,"10,756",4.27,12.14
620,한세예스24홀딩스,"4,815",상승70,+1.48%,500,"1,926","40,000",2.52,"7,882",9.03,4.80
621,KODEX 미국채울트라30년선물(H),"8,915",하락5,-0.06%,0,"1,917","21,500",0.63,"423,963",N/A,N/A
622,삼영전자,"9,540",하락20,-0.21%,500,"1,908","20,000",39.72,"2,469",10.50,3.52
623,세종공업,"6,840",하락60,-0.87%,500,"1,903","27,821",4.56,"31,873",110.32,0.43
624,ARIRANG 고배당주,"12,360",상승5,+0.04%,0,"1,902","15,390",0.11,"20,456",N/A,N/A
625,ARIRANG 코스피TR,"13,585",하락5,-0.04%,0,"1,902","14,000",0.01,201,N/A,N/A
626,JW생명과학,"12,010",하락20,-0.17%,"2,500","1,902","15,835",2.12,"1,463",12.71,11.01
627,LS네트웍스,"2,405",하락10,-0.41%,"5,000","1,895","78,803",0.15,"6,483",-80.17,-0.43
628,진흥기업,"1,297",하락12,-0.92%,500,"1,887","145,472",1.34,"204,038",3.84,25.05
629,제일파마홀딩스,"11,750",상승10,+0.09%,500,"1,877","15,973",10.15,605,-2.52,-19.90
630,삼성 인버스 2X WTI원유 선물 ETN,125,상승5,+4.17%,0,"1,871","1,497,000",0.00,"4,666,951",N/A,N/A
631,KBSTAR IT플러스,"17,820",하락115,-0.64%,0,"1,850","10,380",0.01,"1,965",N/A,N/A
632,ACE 베트남VN30(합성),"17,105",하락100,-0.58%,0,"1,847","10,800",0.22,"8,806",N/A,N/A
633,유수홀딩스,"7,000",하락40,-0.57%,"2,500","1,823","26,042",18.12,"5,332",6.27,8.97
634,동아지질,"12,960",하락130,-0.99%,500,"1,821","14,053",5.02,"7,176",-7.95,-10.71
635,강남제비스코,"27,900","하락1,050",-3.63%,"1,000","1,814","6,500",9.98,"17,770",29.31,1.04
636,TIGER Fn메타버스,"8,215",하락110,-1.32%,0,"1,811","22,050",0.43,"46,329",N/A,N/A
637,삼화페인트,"6,630",하락70,-1.04%,500,"1,804","27,203",5.98,"55,835",32.18,1.89
638,TIGER 25-10 회사채(A+이상)액티브,"50,230",상승10,+0.02%,0,"1,800","3,584",0.00,"55,993",N/A,N/A
639,진양홀딩스,"3,220",하락20,-0.62%,500,"1,800","55,895",1.92,"6,813",7.35,7.41
640,HANARO MSCI Korea TR,"14,205",0,0.00%,0,"1,790","12,600",0.00,0,N/A,N/A
641,DB금융투자,"4,205",상승10,+0.24%,"5,000","1,785","42,446",8.85,"2,860","-2,102.50",-0.01
642,STX중공업,"6,250",0,0.00%,"2,500","1,785","28,553",2.79,"131,899",12.53,8.17
643,휴비스,"5,170",0,0.00%,"5,000","1,784","34,500",1.41,"3,118",-2.21,-19.00
644,제이에스코퍼레이션,"13,370",하락240,-1.76%,100,"1,783","13,336",1.02,"8,692",2.76,28.26
645,KOSEF 인도Nifty50(합성),"18,320",하락65,-0.35%,0,"1,777","9,700",0.24,"3,456",N/A,N/A
646,노루페인트,"8,800",하락180,-2.00%,500,"1,760","20,000",3.67,"230,695",15.60,3.31
647,코람코더원리츠,"4,350",상승30,+0.69%,500,"1,757","40,400",0.94,"4,953",67.97,1.62
648,해태제과식품,"6,020",하락40,-0.66%,500,"1,753","29,117",0.66,"4,809",-75.25,-0.91
649,KODEX 미국나스닥100레버리지(합성 H),"5,375",상승5,+0.09%,0,"1,752","32,600",0.38,"186,228",N/A,N/A
650,ACE 중국본토CSI300,"27,890",하락65,-0.23%,0,"1,751","6,280",0.04,400,N/A,N/A
651,신세계푸드,"45,050",하락150,-0.33%,"5,000","1,745","3,872",3.33,601,-32.41,-1.87
652,아남전자,"2,255",하락30,-1.31%,500,"1,739","77,125",7.44,"164,555",12.53,15.76
653,NH투자증권우,"9,190",상승10,+0.11%,"5,000","1,734","18,871",2.18,"1,920",10.42,N/A
654,TIGER 여행레저,"4,215",상승25,+0.60%,0,"1,734","41,130",0.02,"144,096",N/A,N/A
655,이지스밸류리츠,"4,715",하락35,-0.74%,"1,000","1,733","36,745",2.11,"3,770",3.39,19.41
656,태경케미컬,"14,860",하락90,-0.60%,500,"1,724","11,600",2.84,"74,086",19.45,6.16
657,TIGER 반도체,"28,810",하락515,-1.76%,0,"1,723","5,980",0.04,"20,614",N/A,N/A
658,신라교역,"10,660",하락40,-0.37%,500,"1,706","16,000",3.18,"1,119",12.02,2.55
659,경보제약,"7,120",상승10,+0.14%,500,"1,702","23,907",1.83,"39,154",273.85,0.42
660,금호에이치티,866,하락22,-2.48%,500,"1,699","196,141",1.59,"283,334",-7.60,-6.78
661,현대약품,"5,280",하락60,-1.12%,500,"1,690","32,000",4.18,"48,756","-1,056.00",-0.19
662,KODEX 차이나CSI300,"12,840",상승5,+0.04%,0,"1,682","13,100",0.11,"3,772",N/A,N/A
663,한국패러랠,"2,100",상승5,+0.24%,0,"1,680","80,020",0.00,500,N/A,N/A
664,아시아나IDT,"15,120",상승270,+1.82%,500,"1,678","11,100",0.95,"7,158",19.53,5.45
665,KB 블룸버그 인버스2X 천연가스선물 ETN(H),"67,130","상승6,185",+10.15%,0,"1,678","2,500",0.00,"2,294",N/A,N/A
666,신한 블룸버그 -2X 천연가스 선물 ETN(H),"66,990","상승6,155",+10.12%,0,"1,675","2,500",0.00,"1,285",N/A,N/A
667,KODEX ESG종합채권(A-이상)액티브,"103,660",하락40,-0.04%,0,"1,673","1,614",0.00,10,N/A,N/A
668,동부건설,"7,290",하락90,-1.22%,"5,000","1,668","22,875",2.29,"50,138",4.20,7.01
669,TIGER 헬스케어,"27,945",하락165,-0.59%,0,"1,666","5,960",0.09,"19,957",N/A,N/A
670,무학,"5,830",상승10,+0.17%,200,"1,662","28,500",4.33,"16,204",-12.59,-2.70
671,KOSEF 단기자금,"102,560",상승25,+0.02%,0,"1,661","1,620",0.00,"4,780",N/A,N/A
672,ACE 23-12 회사채(AA-이상)액티브,"103,390",상승40,+0.04%,0,"1,661","1,607",0.01,213,N/A,N/A
673,현대리바트,"8,090",하락80,-0.98%,"1,000","1,661","20,535",3.82,"6,189",-3.27,-10.95
674,한국주철관,"7,280",하락90,-1.22%,500,"1,660","22,800",4.59,"9,523",13.81,3.53
675,황금에스티,"9,760",하락390,-3.84%,500,"1,659","17,000",5.03,"309,263",4.10,12.83
676,디씨엠,"14,500",하락140,-0.96%,500,"1,653","11,400",2.17,"8,091",4.43,15.03
677,미래에셋 S&P -2X 천연가스 선물 ETN(H),"65,945","상승5,405",+8.93%,0,"1,649","2,500",0.00,455,N/A,N/A
678,동아타이어,"11,980",0,0.00%,500,"1,645","13,733",3.15,832,6.86,6.41
679,인스코비,"1,458",하락30,-2.02%,500,"1,638","112,380",4.54,"441,021",-22.09,-11.23
680,TIGER 23-12 국공채액티브,"204,020",상승130,+0.06%,0,"1,638",803,0.01,13,N/A,N/A
681,HANARO 200TR,"41,445",0,0.00%,0,"1,637","3,950",0.00,0,N/A,N/A
682,SNT에너지,"21,650",상승350,+1.64%,500,"1,625","7,507",2.66,"30,012",10.77,6.04
683,KODEX 장기종합채권(AA-이상)액티브KAP,"89,130",하락240,-0.27%,0,"1,614","1,811",0.00,37,N/A,N/A
684,TIGER 코스피,"26,870",하락5,-0.02%,0,"1,612","6,000",0.12,62,N/A,N/A
685,대한화섬,"121,400",상승200,+0.17%,"5,000","1,612","1,328",0.28,22,4.82,4.59
686,금강공업,"5,470",하락50,-0.91%,"1,000","1,604","29,329",2.88,"25,522",3.21,15.03
687,디와이,"6,080",하락90,-1.46%,500,"1,600","26,320",5.45,"26,532",-37.07,-1.26
688,세아특수강,"18,580",하락290,-1.54%,"5,000","1,592","8,570",3.17,"15,758",8.73,5.47
689,KODEX TRF3070,"11,310",0,0.00%,0,"1,583","14,000",0.09,"6,820",N/A,N/A
690,TIGER 글로벌4차산업혁신기술(합성 H),"15,050",0,0.00%,0,"1,580","10,500",0.37,"5,856",N/A,N/A
691,SK이노베이션우,"126,500",하락200,-0.16%,"5,000","1,579","1,248",14.53,"4,115",7.56,N/A
692,삼성물산우B,"97,000",하락100,-0.10%,100,"1,579","1,627",14.65,"1,411",8.95,N/A
693,유니온머티리얼,"3,730",하락205,-5.21%,500,"1,567","42,000",3.63,"2,166,679",-746.00,-0.26
694,KTcs,"3,665",하락5,-0.14%,500,"1,564","42,685",6.91,"124,308",9.16,9.52
695,TIGER 글로벌메타버스액티브,"6,790",상승65,+0.97%,0,"1,560","22,970",0.70,"6,266",N/A,N/A
696,계룡건설,"17,370",하락130,-0.74%,"5,000","1,551","8,931",20.26,"3,732",2.56,8.36
697,대영포장,"1,428",하락25,-1.72%,500,"1,548","108,395",0.84,"44,619",12.00,7.69
698,일동홀딩스,"13,370",하락280,-2.05%,"1,000","1,543","11,540",2.63,"15,434",-1.51,-314.25
699,KBSTAR iSelect메타버스,"7,220",하락90,-1.23%,0,"1,539","21,320",0.04,"11,766",N/A,N/A
700,삼영화학,"4,495",상승315,+7.54%,500,"1,528","34,000",3.00,"3,149,217",56.90,5.37
701,신원,"1,498",하락8,-0.53%,500,"1,537","102,586",2.03,"56,984",8.10,8.10
702,성안,"2,515",하락130,-4.91%,500,"1,537","61,095",3.80,"794,322",-49.31,-9.33
703,KODEX 23-12 국고채액티브,"10,200",0,0.00%,0,"1,534","15,040",0.01,"20,902",N/A,N/A
704,삼양통상,"51,000",상승500,+0.99%,"5,000","1,530","3,000",3.70,703,10.13,3.67
705,동성제약,"5,860",하락30,-0.51%,"1,000","1,530","26,101",4.66,"2,326",-72.35,-4.75
706,센트랄모텍,"17,730",하락530,-2.90%,500,"1,527","8,610",1.06,"44,530",135.34,1.12
707,HDC현대EP,"4,785",하락20,-0.42%,500,"1,526","31,900",5.35,"13,406",13.25,3.79
708,벽산,"2,225",하락10,-0.45%,500,"1,525","68,560",4.29,"15,254",15.34,4.22
709,신일전자,"2,145",상승15,+0.70%,500,"1,524","71,048",4.71,"266,158",143.00,1.27
710,효성ITX,"13,160",하락20,-0.15%,500,"1,521","11,558",0.85,"4,298",10.96,17.65
711,KODEX 차이나항셍테크,"6,015",하락10,-0.17%,0,"1,519","25,250",1.25,"19,760",N/A,N/A
712,컨버즈,"4,100",0,0.00%,500,"1,509","36,810",0.09,0,-13.18,-81.16
713,다이나믹디자인,"10,640","하락1,580",-12.93%,500,"1,502","14,120",0.00,"3,997,118",-1.10,-143.17
714,대창,"1,647",하락75,-4.36%,500,"1,501","91,140",1.84,"2,347,259",40.17,1.51
715,샘표,"51,800",상승100,+0.19%,"1,000","1,490","2,876",4.42,"1,598",14.27,5.35
716,종근당바이오,"27,100",하락350,-1.28%,"2,500","1,487","5,486",1.78,"4,403",-8.90,-10.80
717,용평리조트,"3,080",하락40,-1.28%,"5,000","1,482","48,133",1.28,"5,092",-12.22,-3.17
718,태영건설,"3,800",0,0.00%,500,"1,478","38,899",8.00,"45,686",2.43,8.54
719,한컴라이프케어,"5,310",상승90,+1.72%,200,"1,470","27,674",0.72,"31,536",15.95,7.54
720,인지컨트롤스,"9,280",하락280,-2.93%,500,"1,467","15,809",3.82,"34,252",10.23,7.27
721,동남합성,"41,900",0,0.00%,500,"1,466","3,500",0.02,47,14.24,22.06
722,수산중공업,"2,715",하락5,-0.18%,500,"1,466","53,985",1.84,"36,047",9.30,12.09
723,사조동아원,"1,029",하락1,-0.10%,500,"1,452","141,145",2.29,"165,153",147.00,0.47
724,성창기업지주,"2,045",상승20,+0.99%,500,"1,426","69,752",2.82,"23,301",-10.82,-2.33
725,삼성 인버스 2X 코스닥150 선물 ETN,"9,485",상승275,+2.99%,0,"1,423","15,000",0.01,"1,102,901",N/A,N/A
726,KODEX 배당가치,"12,355",하락40,-0.32%,0,"1,421","11,500",0.01,943,N/A,N/A
727,TIGER 미국MSCI리츠(합성 H),"12,000",상승85,+0.71%,0,"1,410","11,750",0.00,840,N/A,N/A
728,NH올원리츠,"3,340",하락5,-0.15%,500,"1,409","42,200",1.64,"5,501",36.70,1.94
729,광명전기,"3,250",상승355,+12.26%,500,"1,408","43,338",1.60,"22,638,574",26.21,4.91
730,TIGER 24-04 회사채(A+이상)액티브,"50,250",상승30,+0.06%,0,"1,406","2,798",0.00,"7,582",N/A,N/A
731,신한 인버스0.5X S&P500 VIX S/T선물 ETN,"23,285",0,0.00%,0,"1,397","6,000",0.00,0,N/A,N/A
732,TIGER 투자등급회사채액티브,"103,545",하락70,-0.07%,0,"1,395","1,347",0.00,11,N/A,N/A
733,미원화학,"63,000",0,0.00%,"1,000","1,386","2,199",4.62,1,8.52,12.87
734,한국석유,"10,840",상승40,+0.37%,500,"1,376","12,694",1.71,"17,208",12.36,6.98
735,노루홀딩스,"10,350",상승10,+0.10%,500,"1,376","13,291",3.76,"2,852",5.60,6.56
736,KODEX 삼성그룹밸류,"9,275",상승5,+0.05%,0,"1,373","14,800",0.01,165,N/A,N/A
737,동양철관,"1,152",하락2,-0.17%,500,"1,370","118,885",4.50,"727,926",34.91,4.62
738,대양금속,"4,085",하락60,-1.45%,500,"1,363","33,362",5.66,"210,106",21.06,N/A
