NO,종목명,현재가,전일비,등락률,액면가,시가총액,상장주식수,외국인비율,거래량,PER,ROI
986,에쓰씨엔지니어링,"2,145",하락105,-4.67%,500,670,"31,249",1.93,"332,334",12.26,15.08
987,코오롱인더우,"24,200",하락50,-0.21%,"5,000",670,"2,768",11.92,394,4.08,N/A
988,하나 블룸버그 -2X 천연가스 선물 ETN(H),"66,970","상승6,235",+10.27%,0,670,"1,000",0.00,928,N/A,N/A
989,일진디스플,"1,298",하락29,-2.19%,500,669,"51,514",1.48,"89,282",-19.09,-16.46
990,삼일씨엔에스,"5,240",상승10,+0.19%,"1,000",667,"12,732",0.36,726,-10.78,-2.28
991,인바이오젠,467,0,0.00%,500,658,"140,884",0.31,0,-0.30,-84.75
992,ACE KRX금현물,"12,145",상승25,+0.21%,0,656,"5,400",0.12,"17,059",N/A,N/A
993,TRUE 나스닥 100 ETN,"13,105",상승70,+0.54%,0,655,"5,000",0.00,8,N/A,N/A
994,TIGER 미국S&P500레버리지(합성 H),"25,470",상승30,+0.12%,0,652,"2,560",0.00,"10,042",N/A,N/A
995,성보화학,"3,250",상승20,+0.62%,500,651,"20,020",0.67,"11,534",16.17,2.94
996,계양전기,"2,385",상승5,+0.21%,500,649,"27,223",2.85,"11,735",-3.30,-15.77
997,TIGER 인도니프티50,"9,815",하락5,-0.05%,0,648,"6,600",0.00,"22,228",N/A,N/A
998,삼정펄프,"25,850",하락50,-0.19%,"5,000",646,"2,500",3.03,352,-67.49,-0.45
999,갤럭시아에스엠,"2,340",하락70,-2.90%,500,645,"27,550",2.84,"36,243",14.01,13.90
1000,핸즈코퍼레이션,"2,920",하락5,-0.17%,500,638,"21,863",0.22,"16,414",-0.87,-34.18
1001,유한양행우,"54,600",상승500,+0.92%,"1,000",645,"1,181",0.00,22,44.64,N/A
1002,HANARO e커머스,"11,595",하락15,-0.13%,0,638,"5,500",0.00,300,N/A,N/A
1003,모나미,"3,365",하락40,-1.17%,"1,000",636,"18,897",2.77,"11,259",20.27,3.05
1004,국보,598,하락6,-0.99%,500,635,"106,179",2.25,"55,037",-1.91,-64.68
1005,화천기계,"2,865",상승5,+0.17%,500,630,"22,000",8.18,"21,161",17.69,2.80
1006,ARIRANG 미국S&P500(H),"17,465",상승35,+0.20%,0,629,"3,600",0.13,"2,031",N/A,N/A
1007,TIGER 미국필라델피아반도체레버리지(합성),"9,690",하락55,-0.56%,0,627,"6,470",0.47,"10,415",N/A,N/A
1008,GS우,"35,100",0,0.00%,"5,000",626,"1,785",9.35,369,1.55,N/A
1009,대신 S&P 인버스 2X 천연가스 선물 ETN,"62,350","상승6,160",+10.96%,0,624,"1,000",0.00,321,N/A,N/A
1010,KR모터스,648,하락18,-2.70%,500,623,"96,138",45.35,"419,095",-9.39,-19.06
1011,KODEX 차이나H레버리지(H),"2,195",하락5,-0.23%,0,619,"28,200",0.08,"57,214",N/A,N/A
1012,전방,"36,700",하락150,-0.41%,"5,000",617,"1,680",0.39,269,0.91,38.04
1013,TIGER 차이나HSCEI,"9,630",상승5,+0.05%,0,616,"6,400",0.68,243,N/A,N/A
1014,미래에셋 전기전자 Core5 ETN,"30,565",0,0.00%,0,611,"2,000",0.00,0,N/A,N/A
1015,아센디오,721,상승11,+1.55%,500,610,"84,591",0.00,"47,620",-3.45,-43.42
1016,유엔젤,"4,585",하락50,-1.08%,500,605,"13,195",6.60,"29,164",27.46,4.16
1017,동양피스톤,"4,580",하락80,-1.72%,500,603,"13,168",1.40,"20,237",23.13,2.25
1018,KODEX 미국달러선물인버스2X,"6,680",하락30,-0.45%,0,597,"8,930",0.01,"273,819",N/A,N/A
1019,HANARO 글로벌럭셔리S&P(합성),"19,740",상승55,+0.28%,0,594,"3,010",0.24,"4,136",N/A,N/A
1020,더메디팜,699,하락11,-1.55%,500,592,"84,705",0.78,"1,650,453",-1.37,-45.33
1021,KB Wise 분할매매 ETN,"9,865",0,0.00%,0,592,"6,000",0.00,0,N/A,N/A
1022,KBSTAR 중기우량회사채,"104,330",하락15,-0.01%,0,592,567,0.00,2,N/A,N/A
1023,ACE 미국고배당S&P,"10,745",상승10,+0.09%,0,591,"5,500",0.03,"3,682",N/A,N/A
1024,SJM,"3,785",0,0.00%,500,591,"15,605",12.28,"20,601",11.98,2.81
1025,TIMEFOLIO Kstock액티브,"9,050",상승15,+0.17%,0,588,"6,500",0.00,90,N/A,N/A
1026,KBSTAR Fn컨택트대표,"8,510",하락25,-0.29%,0,587,"6,900",0.00,211,N/A,N/A
1027,영화금속,"1,099",하락7,-0.63%,500,587,"53,395",1.24,"36,114",122.11,0.76
1028,SG글로벌,"1,299",하락19,-1.44%,500,584,"44,964",1.72,"19,874",-24.06,-2.00
1029,미래에셋증권우,"4,115",하락25,-0.60%,"5,000",579,"14,076",0.49,772,4.96,N/A
1030,IHQ,239,0,0.00%,500,579,"242,296",3.21,0,-0.40,-114.46
1031,대신 인버스 천연가스 선물 ETN(H),"7,195",상승315,+4.58%,0,576,"8,000",0.00,"1,843",N/A,N/A
1032,TIGER 차이나바이오테크SOLACTIVE,"7,925",상승55,+0.70%,0,574,"7,240",0.47,"4,761",N/A,N/A
1033,대림B&Co,"3,440",0,0.00%,"1,000",574,"16,672",1.55,"5,733",-71.67,-0.51
1034,MH에탄올,"7,750",하락180,-2.27%,500,572,"7,379",0.20,"79,928",11.46,7.71
1035,TIGER 유로스탁스50(합성 H),"15,395",상승100,+0.65%,0,570,"3,700",0.14,"2,580",N/A,N/A
1036,부국증권우,"18,920",0,0.00%,"5,000",568,"3,000",12.38,302,5.98,N/A
1037,KBSTAR 금융채액티브,"101,680",하락30,-0.03%,0,567,558,0.00,12,N/A,N/A
1038,QV 코스닥 150 ETN,"14,160",하락155,-1.08%,0,566,"4,000",0.00,2,N/A,N/A
1039,TIGER 코스닥150 레버리지,"12,715",하락355,-2.72%,0,566,"4,450",4.50,"23,594",N/A,N/A
1040,미래에셋 -0.5X S&P500 VIX S/T선물 ETN(H),"22,540",상승65,+0.29%,0,564,"2,500",0.00,3,N/A,N/A
1041,KODEX 건설,"3,735",0,0.00%,0,560,"15,000",1.34,"187,941",N/A,N/A
1042,화인베스틸,"1,870",하락32,-1.68%,500,557,"29,782",1.69,"19,781",-21.49,-3.30
1043,우신시스템,"3,025",하락115,-3.66%,500,554,"18,314",2.28,"66,612",20.03,3.11
1044,키움 미국달러선물 ETN,"11,080",0,0.00%,0,554,"5,000",0.00,0,N/A,N/A
1045,진양폴리,"5,520",하락50,-0.90%,500,552,"10,000",0.25,"133,348",15.82,11.61
1046,히어로즈 종합채권(AA-이상)액티브,"99,955",0,0.00%,0,550,550,0.00,0,N/A,N/A
1047,현대건설우,"52,000",하락100,-0.19%,"5,000",548,"1,055",4.94,"1,109",14.30,N/A
1048,세원이앤씨,254,0,0.00%,500,548,"215,901",5.00,0,-0.51,-51.17
1049,한국전자홀딩스,"1,169",하락15,-1.27%,500,547,"46,803",4.18,"38,685",3.38,12.01
1050,KBSTAR 대형고배당10TR,"15,410",하락85,-0.55%,0,547,"3,550",0.00,34,N/A,N/A
1051,TIGER 코스닥150선물인버스,"4,075",상승60,+1.49%,0,546,"13,400",0.27,"206,367",N/A,N/A
1052,평화홀딩스,"3,725",상승100,+2.76%,500,545,"14,625",15.50,"20,637",-3.88,-14.93
1053,원림,"23,550",상승250,+1.07%,"5,000",541,"2,298",2.38,"3,259",7.52,6.53
1054,ACE 미국30년국채액티브(H),"9,825",0,0.00%,0,540,"5,500",0.00,"88,578",N/A,N/A
1055,선도전기,"3,000",0,0.00%,500,540,"18,000",5.49,0,-2.71,-28.99
1056,KB 인버스 천연가스 선물 ETN,"11,955",상승560,+4.91%,0,538,"4,500",0.00,"8,910",N/A,N/A
1057,TIGER KEDI혁신기업ESG30,"10,445",하락55,-0.52%,0,538,"5,150",4.56,"8,943",N/A,N/A
1058,롯데칠성우,"69,300",0,0.00%,500,537,775,7.48,57,5.43,N/A
1059,KODEX Fn성장,"14,520",하락95,-0.65%,0,537,"3,700",0.00,"8,720",N/A,N/A
1060,KODEX 200미국채혼합,"12,410",0,0.00%,0,536,"4,320",0.32,"2,183",N/A,N/A
1061,진양화학,"3,355",하락50,-1.47%,500,530,"15,800",0.75,"19,885",-41.94,-3.70
1062,대림통상,"3,480",하락45,-1.28%,"1,000",530,"15,225",0.78,"4,487",13.98,4.87
1063,HANARO 32-10 국고채액티브,"52,870",하락180,-0.34%,0,529,"1,000",0.11,"2,693",N/A,N/A
1064,미래에셋 레버리지 코스피200 선물 ETN,"26,170",하락345,-1.30%,0,523,"2,000",0.00,"8,204",N/A,N/A
1065,KODEX 미국달러SOFR금리액티브(합성),"10,240",상승20,+0.20%,0,522,"5,100",0.00,"33,315",N/A,N/A
1066,TIGER 미국나스닥100커버드콜(합성),"10,035",상승35,+0.35%,0,522,"5,200",0.45,"17,367",N/A,N/A
1067,동일제강,"2,560",하락25,-0.97%,500,520,"20,300",2.76,"26,775",15.52,2.15
1068,TRUE 인버스 2X 나스닥 100 ETN,"1,725",0,0.00%,0,518,"30,000",0.04,"51,814",N/A,N/A
1069,키움 코스피 200 ETN,"10,335",0,0.00%,0,517,"5,000",0.00,0,N/A,N/A
1070,KODEX WTI원유선물인버스(H),"4,760",상승90,+1.93%,0,515,"10,825",1.16,"258,189",N/A,N/A
1071,DL이앤씨2우(전환),"24,350",상승100,+0.41%,"5,000",514,"2,112",5.34,540,2.53,N/A
1072,DL우,"30,250",0,0.00%,"5,000",510,"1,686",6.85,232,11.29,N/A
1073,ARIRANG ESG가치주액티브,"8,130",0,0.00%,0,508,"6,250",0.00,0,N/A,N/A
1074,KODEX 헬스케어,"12,260",하락80,-0.65%,0,503,"4,100",0.00,"25,571",N/A,N/A
1075,KODEX 차이나H,"16,750",하락50,-0.30%,0,502,"3,000",27.28,594,N/A,N/A
1076,남양유업우,"299,500","상승2,000",+0.67%,"5,000",499,167,51.56,1,-3.39,N/A
1077,HANARO Fn K-뉴딜디지털플러스,"9,820",0,0.00%,0,496,"5,050",0.00,660,N/A,N/A
1078,페이퍼코리아,"1,037",하락4,-0.38%,500,493,"47,567",0.69,"16,330",-25.93,-3.42
1079,미래아이앤지,350,0,0.00%,100,488,"139,418",3.17,0,-15.22,N/A
1080,SJM홀딩스,"3,265",하락20,-0.61%,500,488,"14,934",5.69,"10,011",28.39,1.15
1081,세기상사,"8,770",하락80,-0.90%,500,488,"5,559",1.71,"4,905",-33.09,-5.63
1082,케이탑리츠,"1,013",하락4,-0.39%,"1,000",487,"48,061",15.06,"18,659",4.85,11.11
1083,QV 레버리지 S&P500 ETN,"24,165",상승95,+0.39%,0,483,"2,000",0.00,2,N/A,N/A
1084,KODEX K-신재생에너지액티브,"14,840",하락160,-1.07%,0,482,"3,250",2.65,"19,858",N/A,N/A
1085,키움 코스닥 150 ETN,"12,000",0,0.00%,0,480,"4,000",0.00,0,N/A,N/A
1086,TIGER 테슬라채권혼합Fn,"10,100",하락225,-2.18%,0,480,"4,750",0.00,"123,243",N/A,N/A
1087,TIGER 글로벌BBIG액티브,"10,275",상승5,+0.05%,0,479,"4,660",0.00,"1,800",N/A,N/A
1088,청호ICT,"2,490",0,0.00%,500,477,"19,162",1.51,0,-9.69,-20.57
1089,삼성 블룸버그 인버스 2X WTI원유 선물 ETN,"19,055",상승735,+4.01%,0,476,"2,500",0.00,"34,127",N/A,N/A
1090,우진아이엔에스,"6,230",하락30,-0.48%,500,475,"7,622",2.11,"1,498",-14.29,-3.49
1091,삼성 코스닥 150 ETN,"9,450",하락115,-1.20%,0,472,"5,000",0.00,2,N/A,N/A
1092,KODEX 코스피TR,"12,430",하락20,-0.16%,0,472,"3,800",0.00,408,N/A,N/A
1093,TIGER 인버스,"5,110",상승10,+0.20%,0,470,"9,200",7.54,"122,335",N/A,N/A
1094,TIGER 글로벌클라우드컴퓨팅INDXX,"8,345",하락20,-0.24%,0,464,"5,560",0.86,440,N/A,N/A
1095,ACE 글로벌반도체TOP4 Plus SOLACTIVE,"12,360",하락85,-0.68%,0,464,"3,750",0.00,"6,808",N/A,N/A
1096,ACE 인도네시아MSCI(합성),"11,240",하락30,-0.27%,0,461,"4,100",0.01,"2,088",N/A,N/A
1097,KODEX 아시아달러채권SRI플러스액티브,"51,050",0,0.00%,0,459,900,0.00,102,N/A,N/A
1098,KODEX K-로봇액티브,"12,755",하락125,-0.97%,0,459,"3,600",0.00,"109,221",N/A,N/A
1099,KODEX 차이나과창판STAR50(합성),"8,985",상승85,+0.96%,0,458,"5,100",0.00,118,N/A,N/A
1100,ACE 단기채권알파액티브,"102,465",상승10,+0.01%,0,458,447,0.00,56,N/A,N/A
1101,에셋플러스 글로벌플랫폼액티브,"6,085",하락35,-0.57%,0,456,"7,500",0.14,"1,291",N/A,N/A
1102,호텔신라우,"60,500",하락600,-0.98%,"5,000",455,752,2.03,672,-48.25,N/A
1103,바다로19호,"2,970",0,0.00%,"5,000",451,"15,200",0.91,"7,453",3.99,24.64
1104,KODEX 미국S&P500배당귀족커버드콜(합성 H),"9,195",상승25,+0.27%,0,451,"4,900",0.23,"10,272",N/A,N/A
1105,태원물산,"5,920",하락20,-0.34%,500,450,"7,600",2.44,"3,872",-33.07,-4.47
1106,TIGER 레버리지,"15,975",하락50,-0.31%,0,447,"2,800",5.19,"5,553",N/A,N/A
1107,SOL 미국S&P500,"11,450",상승35,+0.31%,0,447,"3,900",0.05,"10,110",N/A,N/A
1108,SOL 국고채10년,"104,390",하락330,-0.32%,0,446,427,0.23,"1,309",N/A,N/A
1109,WISCOM,"2,900",상승30,+1.05%,500,444,"15,326",1.08,"8,351",-5.99,-6.38
1110,삼성 레버리지 은 선물 ETN(H),"14,800",상승475,+3.32%,0,444,"3,000",0.00,"1,148",N/A,N/A
1111,미래에셋 인버스 2X 원유선물혼합 ETN(H),"17,620",상승670,+3.95%,0,440,"2,500",0.00,"5,587",N/A,N/A
1112,동원금속,940,하락6,-0.63%,500,439,"46,755",3.28,"74,259",2.22,48.51
1113,DL이앤씨우,"20,400",하락200,-0.97%,"5,000",431,"2,114",5.32,639,2.12,N/A
1114,파워 200,"34,325",하락20,-0.06%,0,429,"1,250",0.00,5,N/A,N/A
1115,TRUE 코스피 200 ETN,"8,530",하락30,-0.35%,0,426,"5,000",0.00,2,N/A,N/A
1116,삼성 코스피 200 ETN,"8,515",하락55,-0.64%,0,426,"5,000",0.00,2,N/A,N/A
1117,세우글로벌,"1,481",하락31,-2.05%,500,425,"28,705",4.15,"115,524",27.94,3.39
1118,삼성 미국 대형 성장주 ETN,"21,215",0,0.00%,0,424,"2,000",0.00,0,N/A,N/A
1119,주연테크,716,상승13,+1.85%,200,424,"59,199",2.50,"136,210",-7.54,-12.91
1120,에넥스,705,상승1,+0.14%,500,423,"59,992",0.98,"23,884",-1.80,-42.38
1121,동양고속,"14,560",0,0.00%,"5,000",422,"2,896",0.32,310,-3.30,-16.07
1122,유화증권우,"2,400",0,0.00%,"1,000",419,"17,476",0.00,0,42.11,N/A
1123,SOL KIS단기통안채,"103,295",상승40,+0.04%,0,419,406,0.00,1,N/A,N/A
1124,TIGER 퓨처모빌리티액티브,"10,985",하락125,-1.13%,0,419,"3,810",0.32,"1,956",N/A,N/A
1125,한국주강,"3,700",하락160,-4.15%,500,418,"11,309",3.65,"70,457",24.34,5.95
1126,신한 레버리지 금 선물 ETN,"20,885",하락30,-0.14%,0,418,"2,000",0.00,346,N/A,N/A
1127,TIGER 미국나스닥바이오,"20,625",상승170,+0.83%,0,417,"2,020",0.00,"3,488",N/A,N/A
1128,참엔지니어링,703,하락4,-0.57%,500,414,"58,867",2.74,"125,304",-19.53,-2.71
1129,미래에셋 원자재 선물 ETN(H),"13,790",0,0.00%,0,414,"3,000",0.00,0,N/A,N/A
1130,비비안,"1,387",하락28,-1.98%,500,413,"29,794",1.94,"38,135",-5.14,-8.06
1131,ACE 삼성그룹섹터가중,"15,890",하락10,-0.06%,0,413,"2,600",0.02,28,N/A,N/A
1132,윌비스,613,하락4,-0.65%,"1,000",412,"67,236",3.38,"23,145",-4.41,-9.03
1133,KOSEF 통안채1년,"102,805",0,0.00%,0,411,400,0.00,0,N/A,N/A
1134,형지엘리트,"1,314",상승89,+7.27%,500,409,"31,155",0.86,"2,253,005",6.06,12.63
1135,KODEX 증권,"6,415",상승10,+0.16%,0,407,"6,350",0.46,"17,265",N/A,N/A
1136,TBH글로벌,"1,953",하락32,-1.61%,500,407,"20,857",4.30,"25,715",8.28,N/A
1137,TIGER KRX인터넷K-뉴딜,"4,170",0,0.00%,0,404,"9,700",0.01,"6,717",N/A,N/A
1138,TIGER 미국나스닥100TR(H),"10,940",상승20,+0.18%,0,399,"3,650",1.19,"5,878",N/A,N/A
1139,KODEX 미국달러선물인버스,"8,565",하락20,-0.23%,0,399,"4,660",0.35,"22,060",N/A,N/A
1140,경인전자,"25,250",하락850,-3.26%,"5,000",397,"1,571",11.35,"11,753",14.65,4.38
1141,동원수산,"8,500",하락170,-1.96%,"5,000",396,"4,654",4.57,"28,877",6.40,10.36
1142,SK디스커버리우,"29,100",0,0.00%,"5,000",395,"1,358",0.93,230,1.39,N/A
1143,SHD,"32,500","하락1,100",-3.27%,"5,000",395,"1,215",1.04,"5,680",3.65,23.51
1144,미래에셋 KRX금현물 Auto-KO-C 2312-01 ETN,"12,850",상승25,+0.19%,0,386,"3,000",0.00,"1,114",N/A,N/A
1145,진도,"3,090",하락40,-1.28%,500,385,"12,448",2.66,"32,202",8.42,4.46
1146,TRUE 코스피 양매도 3% OTM ETN,"7,685",0,0.00%,0,384,"5,000",0.00,0,N/A,N/A
1147,TRUE 블룸버그 인버스 2X WTI원유 선물 ETN,"19,100",상승785,+4.29%,0,382,"2,000",0.00,"28,670",N/A,N/A
1148,KODEX 철강,"10,050",하락30,-0.30%,0,380,"3,780",0.15,"17,125",N/A,N/A
1149,KB 레버리지 S&P 500 선물 ETN(H),"9,460",하락25,-0.26%,0,378,"4,000",0.00,102,N/A,N/A
1150,KODEX 차이나심천ChiNext(합성),"10,890",상승55,+0.51%,0,377,"3,459",1.51,952,N/A,N/A
1151,SUN&L,"2,980",상승5,+0.17%,"1,000",376,"12,608",0.50,"1,229",-2.06,-11.08
1152,KBSTAR 게임테마,"11,130",하락170,-1.50%,0,373,"3,350",0.08,"2,240",N/A,N/A
1153,한화갤러리아우,"12,760",상승160,+1.27%,500,371,"2,904",2.67,"95,282",N/A,N/A
1154,삼성 미국 대형 성장주 ETN(H),"18,485",0,0.00%,0,370,"2,000",0.00,0,N/A,N/A
1155,대신 레버리지 코스닥 150 선물 ETN,"36,940",0,0.00%,0,369,"1,000",0.00,0,N/A,N/A
1156,SOL 200 Top10,"8,585",하락70,-0.81%,0,369,"4,300",2.12,44,N/A,N/A
1157,세방우,"9,990",상승40,+0.40%,500,369,"3,689",12.04,374,2.18,N/A
1158,두산퓨얼셀2우B,"12,270",하락40,-0.32%,100,366,"2,986",0.31,180,261.06,N/A
1159,삼성 미국 대형 가치주 ETN,"18,300",0,0.00%,0,366,"2,000",0.00,0,N/A,N/A
1160,신한 레버리지 S&P500 선물 ETN,"18,270",상승80,+0.44%,0,365,"2,000",0.00,144,N/A,N/A
1161,카프로,911,하락65,-6.66%,500,364,"40,000",3.09,"1,043,904",-0.20,-244.03
1162,제이준코스메틱,"8,110",하락110,-1.34%,500,364,"4,485",0.64,"6,212",-1.44,-42.29
1163,KODEX 미국달러선물레버리지,"12,675",상승25,+0.20%,0,362,"2,860",0.00,"32,489",N/A,N/A
1164,신한 구리 선물 ETN(H),"17,995",0,0.00%,0,360,"2,000",0.00,0,N/A,N/A
1165,TRUE 레버리지 코스닥 150 선물 ETN,"35,970","하락1,025",-2.77%,0,360,"1,000",0.00,"1,903",N/A,N/A
1166,삼성 레버리지 China A50 선물 ETN(H),"35,920",0,0.00%,0,359,"1,000",0.00,0,N/A,N/A
1167,하나 레버리지 코스닥150 선물 ETN,"35,920","하락1,365",-3.66%,0,359,"1,000",0.00,"11,188",N/A,N/A
1168,삼성 레버리지 나스닥 100 ETN(H),"8,945",상승30,+0.34%,0,358,"4,000",0.00,248,N/A,N/A
1169,KODEX IT,"17,860",하락85,-0.47%,0,357,"2,000",0.00,469,N/A,N/A
1170,삼성 레버리지 코스닥150 선물 ETN,"35,690","하락1,170",-3.17%,0,357,"1,000",0.00,"4,774",N/A,N/A
1171,삼화전자,"2,945",하락65,-2.16%,"1,000",356,"12,103",4.48,"9,422",-5.33,-45.31
1172,부산주공,486,0,0.00%,500,354,"72,929",4.72,0,-4.08,-35.10
1173,KODEX KRX기후변화솔루션,"12,630",하락75,-0.59%,0,354,"2,800",0.00,363,N/A,N/A
1174,신풍,"1,011",상승3,+0.30%,500,353,"34,959",0.87,"16,405",-4.68,-8.89
1175,대교우B,"1,804",하락1,-0.06%,500,350,"19,427",2.93,"5,786",-1.40,N/A
1176,KOSEF 미국달러선물,"14,300",상승25,+0.18%,0,349,"2,440",0.37,119,N/A,N/A
1177,KODEX 미국배당프리미엄액티브,"10,250",상승20,+0.20%,0,348,"3,400",0.22,"20,701",N/A,N/A
1178,TIGER 탄소효율그린뉴딜,"8,490",하락20,-0.24%,0,348,"4,100",0.03,"1,493",N/A,N/A
1179,KB 천연가스 선물 ETN(H),"6,950",하락365,-4.99%,0,348,"5,000",0.00,"43,883",N/A,N/A
1180,유안타증권우,"2,655",하락5,-0.19%,"5,000",343,"12,912",0.37,610,12.52,N/A
1181,QV S&P500 버퍼10% 9월 ETN,"11,425",0,0.00%,0,343,"3,000",0.00,0,N/A,N/A
1182,TIGER 차이나클린에너지SOLACTIVE,"8,285",0,0.00%,0,341,"4,120",0.57,"1,271",N/A,N/A
1183,QV 코스피 200 ETN,"34,020",하락280,-0.82%,0,340,"1,000",0.00,2,N/A,N/A
1184,TIGER 미국S&P500배당귀족,"10,460",상승50,+0.48%,0,340,"3,250",2.04,"11,163",N/A,N/A
1185,대신 인버스 2X 알루미늄 선물 ETN(H),"33,930",0,0.00%,0,339,"1,000",0.00,0,N/A,N/A
1186,성문전자,"1,741",하락13,-0.74%,500,339,"19,487",1.60,"12,915",17.07,6.56
1187,하나 레버리지 콩 선물 ETN(H),"33,860",0,0.00%,0,339,"1,000",0.00,0,N/A,N/A
1188,대신343 K200,"33,835",하락265,-0.78%,0,338,"1,000",0.00,10,N/A,N/A
1189,QV S&P500 VIX S/T 선물 ETN D,"16,905",상승110,+0.65%,0,338,"2,000",0.00,1,N/A,N/A
1190,삼성 블룸버그 레버리지 WTI원유 선물 ETN,"13,490",하락550,-3.92%,0,337,"2,500",0.00,428,N/A,N/A
1191,삼성 레버리지 금 선물 ETN(H),"33,705",상승185,+0.55%,0,337,"1,000",0.00,582,N/A,N/A
1192,QV 블룸버그 -2X 천연가스 선물 ETN(H),"67,360","상승6,445",+10.58%,0,337,500,0.00,18,N/A,N/A
1193,HANARO 200선물레버리지,"18,115",하락90,-0.49%,0,335,"1,850",0.00,25,N/A,N/A
1194,한성기업,"5,350",하락50,-0.93%,"5,000",332,"6,210",2.44,"9,778",23.46,2.92
1195,HANARO 단기채권액티브,"102,885",0,0.00%,0,331,322,0.00,0,N/A,N/A
1196,KODEX 유럽탄소배출권선물ICE(H),"14,430",하락55,-0.38%,0,330,"2,290",1.13,"3,600",N/A,N/A
1197,BYC우,"152,900","상승1,300",+0.86%,"5,000",329,215,0.00,3,3.64,N/A
1198,KB 레버리지 나스닥 100 ETN,"10,935",상승70,+0.64%,0,328,"3,000",0.00,159,N/A,N/A
1199,KODEX 미디어&엔터테인먼트,"13,600",하락130,-0.95%,0,326,"2,400",0.00,"5,715",N/A,N/A
1200,KOSEF 국고채3년,"108,665",하락90,-0.08%,0,326,300,0.02,4,N/A,N/A
1201,모두투어리츠,"4,150",하락190,-4.38%,"5,000",325,"7,827",0.28,"20,668",3.09,N/A
1202,신한 레버리지 다우존스지수 선물 ETN(H),"32,350",하락85,-0.26%,0,324,"1,000",0.00,1,N/A,N/A
1203,KODEX 200ESG,"12,420",하락80,-0.64%,0,323,"2,600",0.00,110,N/A,N/A
1204,미래에셋 중국 심천 100 ETN,"16,130",하락60,-0.37%,0,323,"2,000",0.00,2,N/A,N/A
1205,롯데지주우,"40,000",0,0.00%,200,322,806,0.34,7,24.78,N/A
1206,대한항공우,"28,850",상승100,+0.35%,"5,000",320,"1,111",1.22,684,6.01,N/A
1207,삼성 미국 대형 가치주 ETN(H),"16,010",0,0.00%,0,320,"2,000",0.00,0,N/A,N/A
1208,TIGER 미국나스닥100레버리지(합성),"9,400",상승65,+0.70%,0,320,"3,400",1.10,"43,416",N/A,N/A
1209,KOSEF 릭소글로벌퓨처모빌리티MSCI,"9,400",0,0.00%,0,320,"3,400",0.00,43,N/A,N/A
1210,삼성 China A50 선물 ETN(H),"15,945",0,0.00%,0,319,"2,000",0.00,0,N/A,N/A
1211,미래에셋 에너지화학 Core5 ETN,"15,920",0,0.00%,0,318,"2,000",0.00,0,N/A,N/A
1212,KODEX 차이나A50,"19,705",하락120,-0.61%,0,315,"1,600",0.00,71,N/A,N/A
1213,이스타코,735,하락1,-0.14%,500,315,"42,852",1.09,"11,260",-6.28,-10.50
1214,금호전기,951,하락4,-0.42%,500,315,"33,113",1.49,"28,050",-1.38,-61.11
1215,HANARO Fn전기&수소차,"9,975",하락50,-0.50%,0,314,"3,150",0.00,"3,375",N/A,N/A
1216,TIGER 리츠부동산인프라채권TR KIS,"4,785",상승10,+0.21%,0,313,"6,550",0.00,496,N/A,N/A
1217,TIGER 원유선물Enhanced(H),"4,350",하락85,-1.92%,0,313,"7,200",0.19,"36,374",N/A,N/A
1218,TIGER 200 헬스케어,"16,945",하락5,-0.03%,0,312,"1,840",0.05,"5,730",N/A,N/A
1219,TIGER S&P글로벌헬스케어(합성),"20,505",상승25,+0.12%,0,312,"1,520",0.00,550,N/A,N/A
1220,메리츠 3X 레버리지 국채30년 ETN,"51,930",하락745,-1.41%,0,312,600,1.19,"4,389",N/A,N/A
1221,TIGER KRX기후변화솔루션,"12,700",하락70,-0.55%,0,311,"2,450",0.00,"1,215",N/A,N/A
1222,미래에셋 레버리지 옥수수 선물 ETN,"30,920",0,0.00%,0,309,"1,000",0.00,0,N/A,N/A
1223,KBSTAR 국채선물5년추종인버스,"54,035",상승80,+0.15%,0,308,570,0.00,1,N/A,N/A
1224,TIGER 골드선물(H),"13,935",상승35,+0.25%,0,307,"2,200",0.26,"9,312",N/A,N/A
1225,TIGER 삼성그룹펀더멘털,"11,125",0,0.00%,0,305,"2,740",0.08,6,N/A,N/A
1226,TIGER Fn신재생에너지,"10,860",하락85,-0.78%,0,304,"2,800",0.21,"15,676",N/A,N/A
1227,KBSTAR 중장기국공채액티브,"101,540",상승90,+0.09%,0,304,299,0.00,1,N/A,N/A
1228,KBSTAR 국고채3년선물인버스,"105,415",상승100,+0.09%,0,304,288,0.00,1,N/A,N/A
1229,TIGER 200IT레버리지,"37,880",하락405,-1.06%,0,303,800,0.00,"2,578",N/A,N/A
1230,한솔PNS,"1,475",하락15,-1.01%,500,302,"20,493",1.77,"25,976",16.03,4.02
1231,삼성 인버스 2X 나스닥 100 ETN(H),"6,000",하락25,-0.41%,0,300,"5,000",0.00,"18,193",N/A,N/A
1232,신한 금 선물 ETN(H),"14,930",상승40,+0.27%,0,299,"2,000",0.00,"14,418",N/A,N/A
1233,ACE 200TR,"21,250",하락20,-0.09%,0,298,"1,400",100.00,54,N/A,N/A
1234,ARIRANG 미국장기우량회사채,"88,485",상승5,+0.01%,0,296,335,0.00,28,N/A,N/A
1235,삼성 KRX 금현물 ETN,"14,805",상승15,+0.10%,0,296,"2,000",0.00,2,N/A,N/A
