0,1,2,3,4,5,6,7,8,9,10,11
1503,삼성 레버리지 항셍테크 ETN(H),"2,135",하락55,-2.51%,0,128,"6,000",0.00,"70,120",N/A,N/A
1504,메리츠 인버스 국채30년 ETN,"12,705",상승70,+0.55%,0,127,"1,000",0.00,2,N/A,N/A
1505,KODEX 200exTOP,"11,545",0,0.00%,0,127,"1,100",0.00,0,N/A,N/A
1506,TIGER LG그룹+펀더멘털,"9,920",상승70,+0.71%,0,127,"1,280",0.00,"14,276",N/A,N/A
1507,대신 S&P 인버스 WTI원유 선물 ETN,"12,635",상승330,+2.68%,0,126,"1,000",0.00,99,N/A,N/A
1508,SOL 미국배당다우존스(H),"10,520",상승40,+0.38%,0,126,"1,200",0.00,"413,363",N/A,N/A
1509,ACE 골드선물 레버리지(합성 H),"18,010",하락350,-1.91%,0,126,700,0.00,"5,500",N/A,N/A
1510,삼성 인버스 2X 구리 선물 ETN(H),"2,520",상승55,+2.23%,0,126,"5,000",0.00,"20,219",N/A,N/A
1511,신한 FnGuide 메타버스 ETN,"6,295",하락65,-1.02%,0,126,"2,000",0.00,17,N/A,N/A
1512,태양금속우,"3,810",하락90,-2.31%,500,126,"3,300",0.04,"35,648",-238.12,N/A
1513,TRUE 금 선물 ETN,"12,540",하락25,-0.20%,0,125,"1,000",0.00,8,N/A,N/A
1514,VITA MZ소비액티브,"8,070",상승55,+0.69%,0,125,"1,550",0.00,738,N/A,N/A
1515,신한 USD K200 선물 바이셀 ETN,"6,245",0,0.00%,0,125,"2,000",0.00,0,N/A,N/A
1516,HANARO 글로벌탄소배출권선물ICE(합성),"12,490",하락125,-0.99%,0,125,"1,000",0.00,"21,906",N/A,N/A
1517,ACE 글로벌메타버스테크액티브,"7,340",상승80,+1.10%,0,125,"1,700",0.00,"2,295",N/A,N/A
1518,메리츠 인버스 2X 미국채30년 ETN(H),"12,460",상승340,+2.81%,0,125,"1,000",0.00,481,N/A,N/A
1519,신한 인버스 옥수수 선물 ETN(H),"6,210",하락105,-1.66%,0,124,"2,000",0.00,525,N/A,N/A
1520,KBSTAR 삼성그룹Top3채권혼합블룸버그,"10,350",상승100,+0.98%,0,124,"1,200",0.00,"20,950",N/A,N/A
1521,KOSEF 고배당,"9,185",상승45,+0.49%,0,124,"1,350",0.00,"22,071",N/A,N/A
1522,미래에셋 인버스 2X 옥수수 선물 ETN,"12,380",하락360,-2.83%,0,124,"1,000",0.00,"4,149",N/A,N/A
1523,에셋플러스 코리아대장장이액티브,"11,240",하락155,-1.36%,0,124,"1,100",0.00,"3,674",N/A,N/A
1524,JW중외제약2우B,"59,900",상승100,+0.17%,"2,500",123,206,0.12,48,45.52,N/A
1525,메리츠 인버스 2X 대표 농산물 선물 ETN(H),"12,290",하락550,-4.28%,0,123,"1,000",0.00,"1,559",N/A,N/A
1526,삼성 인버스 HSCEI ETN(H),"12,275",0,0.00%,0,123,"1,000",0.00,0,N/A,N/A
1527,신한 인버스 금 선물 ETN(H),"6,105",상승55,+0.91%,0,122,"2,000",0.00,"1,531",N/A,N/A
1528,KODEX MSCI KOREA ESG유니버설,"10,145",하락20,-0.20%,0,122,"1,200",0.00,7,N/A,N/A
1529,ARIRANG 고배당주채권혼합,"11,060",하락15,-0.14%,0,122,"1,100",0.00,"2,850",N/A,N/A
1530,TIGER 배당성장,"16,880",상승10,+0.06%,0,122,720,0.00,951,N/A,N/A
1531,삼성 인버스 2X HSCEI ETN(H),"12,045",상승35,+0.29%,0,120,"1,000",0.00,1,N/A,N/A
1532,HANARO KOFR금리액티브(합성),"100,365",상승25,+0.02%,0,120,120,0.00,23,N/A,N/A
1533,KODEX 미국ETF산업Top10 Indxx,"11,470",상승90,+0.79%,0,120,"1,050",0.00,"3,754",N/A,N/A
1534,KOSEF 미국S&P500,"10,935",상승95,+0.88%,0,120,"1,100",0.00,258,N/A,N/A
1535,TRUE 인버스 베트남 VN30 선물 ETN(H),"11,945",상승45,+0.38%,0,119,"1,000",0.00,5,N/A,N/A
1536,메리츠 인버스 미국채10년 ETN(H),"11,845",상승80,+0.68%,0,118,"1,000",0.00,122,N/A,N/A
1537,KODEX Fn K-뉴딜디지털플러스,"9,870",하락115,-1.15%,0,118,"1,200",0.00,"11,985",N/A,N/A
1538,미래에셋 천연가스 선물 ETN(H),"2,960",상승95,+3.32%,0,118,"4,000",0.00,"471,371",N/A,N/A
1539,신한 인버스 콩 선물 ETN(H),"5,920",하락100,-1.66%,0,118,"2,000",0.00,"1,367",N/A,N/A
1540,ACE 일본TOPIX레버리지(H),"23,680",상승270,+1.15%,0,118,500,0.00,"1,484",N/A,N/A
1541,메리츠 대표 농산물 선물 ETN(H),"11,800",상승270,+2.34%,0,118,"1,000",0.00,112,N/A,N/A
1542,TIMEFOLIO Korea플러스배당액티브,"10,535",상승55,+0.52%,0,118,"1,120",0.00,"4,489",N/A,N/A
1543,ARIRANG S&P글로벌인프라,"14,720",상승160,+1.10%,0,118,800,0.00,133,N/A,N/A
1544,TRUE 인버스 플래티넘 선물 ETN,"11,775",하락30,-0.25%,0,118,"1,000",0.00,13,N/A,N/A
1545,KODEX 구리선물(H),"7,310",하락85,-1.15%,0,117,"1,600",0.00,"15,564",N/A,N/A
1546,TRUE S&P500 양매도 4% OTM ETN(H),"11,685",하락20,-0.17%,0,117,"1,000",0.00,4,N/A,N/A
1547,미래에셋 FnGuide 부산엑스포 추가수익 ETN,"11,645",0,0.00%,0,116,"1,000",0.00,0,N/A,N/A
1548,대신 인버스 밀 선물 ETN(H),"11,625",하락460,-3.81%,0,116,"1,000",0.00,"1,036",N/A,N/A
1549,신한 달러인덱스 선물 ETN(H),"11,620",상승55,+0.48%,0,116,"1,000",0.00,10,N/A,N/A
1550,대덕1우,"9,530",하락320,-3.25%,500,116,"1,212",0.01,"5,492",17.36,N/A
1551,HANARO Fn K-반도체,"8,210",하락75,-0.91%,0,115,"1,400",0.00,"12,505",N/A,N/A
1552,KB S&P 유럽탄소배출권 선물 ETN(H),"11,475",0,0.00%,0,115,"1,000",0.00,0,N/A,N/A
1553,메리츠 인버스 미국채30년 ETN(H),"11,465",상승175,+1.55%,0,115,"1,000",0.00,2,N/A,N/A
1554,KODEX 미국클린에너지나스닥,"8,805",상승245,+2.86%,0,114,"1,300",1.53,"16,776",N/A,N/A
1555,삼성 인버스 항셍테크 ETN(H),"11,425",하락45,-0.39%,0,114,"1,000",0.00,5,N/A,N/A
1556,ACE 멕시코MSCI(합성),"14,270",상승70,+0.49%,0,114,800,0.00,696,N/A,N/A
1557,KB 인버스 2X 항셍테크 선물 ETN,"11,325",상승230,+2.07%,0,113,"1,000",0.00,"7,197",N/A,N/A
1558,파워 코스피100,"25,655",하락280,-1.08%,0,113,440,0.00,602,N/A,N/A
1559,삼성 KRX 2차전지 K-뉴딜 ETN,"11,255",상승75,+0.67%,0,113,"1,000",0.00,"2,395",N/A,N/A
1560,TIGER KRX300,"16,025",0,0.00%,0,112,700,0.00,0,N/A,N/A
1561,삼성 인버스 코스피 200 선물 ETN,"11,205",하락10,-0.09%,0,112,"1,000",0.00,2,N/A,N/A
1562,성신양회우,"15,220",상승340,+2.28%,"5,000",112,736,3.31,"177,973",-14.47,N/A
1563,SOL KRX300,"15,990",상승10,+0.06%,0,112,700,0.00,731,N/A,N/A
1564,TRUE 유로스탁스50 양매도 5% OTM ETN(H),"11,180",상승40,+0.36%,0,112,"1,000",0.00,33,N/A,N/A
1565,KB 레버리지 금 선물 ETN(H),"22,350",하락285,-1.26%,0,112,500,0.00,919,N/A,N/A
1566,ARIRANG 우량회사채50 1년,"111,595",하락5,0.00%,0,112,100,0.00,405,N/A,N/A
1567,SOL 차이나육성산업액티브(합성),"8,575",하락120,-1.38%,0,111,"1,300",0.00,"4,308",N/A,N/A
1568,TRUE 인버스 은 선물 ETN,"11,125",0,0.00%,0,111,"1,000",0.00,0,N/A,N/A
1569,메리츠 레버리지 국채5년 ETN,"11,085",하락5,-0.05%,0,111,"1,000",0.00,3,N/A,N/A
1570,TIGER 한중전기차(합성),"11,650",상승35,+0.30%,0,111,950,0.00,951,N/A,N/A
1571,미래에셋 인도네시아 Top5 ETN,"11,055",상승120,+1.10%,0,111,"1,000",0.00,182,N/A,N/A
1572,하나 인버스 2X 옥수수 선물 ETN(H),"11,035",하락390,-3.41%,0,110,"1,000",0.00,107,N/A,N/A
1573,넥센우,"3,065",하락35,-1.13%,500,110,"3,601",13.65,"5,337",10.02,N/A
1574,TIGER 일본TOPIX(합성 H),"17,215",상승55,+0.32%,0,110,640,0.00,75,N/A,N/A
1575,KODEX KTOP30,"18,320",0,0.00%,0,110,600,0.00,"6,322",N/A,N/A
1576,DB하이텍1우,"97,800","하락1,700",-1.71%,"5,000",110,112,1.10,705,7.79,N/A
1577,신한 인버스 2X 미국달러 선물 ETN,"5,485",하락60,-1.08%,0,110,"2,000",0.00,378,N/A,N/A
1578,KODEX 200동일가중,"10,915",하락5,-0.05%,0,109,"1,000",0.00,84,N/A,N/A
1579,메리츠 인버스 2X 국채10년 ETN,"10,910",상승65,+0.60%,0,109,"1,000",0.00,7,N/A,N/A
1580,삼성 금 선물 ETN(H),"10,895",하락100,-0.91%,0,109,"1,000",0.00,22,N/A,N/A
1581,메리츠 금 선물 ETN(H),"10,895",0,0.00%,0,109,"1,000",0.00,0,N/A,N/A
1582,신한 인버스 구리 선물 ETN(H),"5,430",상승50,+0.93%,0,109,"2,000",0.00,118,N/A,N/A
1583,QV iSelect-WG 그린에너지 ESG ETN,"10,850",0,0.00%,0,108,"1,000",0.00,0,N/A,N/A
1584,KODEX 미국S&P500금융,"10,820",상승200,+1.88%,0,108,"1,000",0.00,"143,279",N/A,N/A
1585,QV US 500 월간레버리지 ETN(H),"21,620",0,0.00%,0,108,500,0.00,0,N/A,N/A
1586,KB KRX ESG Eco ETN,"10,800",0,0.00%,0,108,"1,000",0.00,2,N/A,N/A
1587,대신 2X 철광석 선물 ETN(H),"10,795",상승495,+4.81%,0,108,"1,000",0.00,"1,564",N/A,N/A
1588,TRUE FnGuide IoT ETN,"10,795",상승75,+0.70%,0,108,"1,000",0.00,2,N/A,N/A
1589,TRUE 레버리지 베트남 VN30 선물 ETN(H),"10,780",하락60,-0.55%,0,108,"1,000",0.00,"2,282",N/A,N/A
1590,KBSTAR 국채선물5년추종,"48,540",상승80,+0.17%,0,108,222,0.00,4,N/A,N/A
1591,TRUE 인버스 금 선물 ETN,"10,755",0,0.00%,0,108,"1,000",0.00,0,N/A,N/A
1592,KODEX 미국S&P500헬스케어,"10,725",상승60,+0.56%,0,107,"1,000",0.00,"12,182",N/A,N/A
1593,TRUE 인버스 HSCEI ETN(H) B,"10,710",하락50,-0.46%,0,107,"1,000",0.00,10,N/A,N/A
1594,TRUE 은 선물 ETN,"10,695",하락25,-0.23%,0,107,"1,000",0.00,7,N/A,N/A
1595,KTOP 코스피50,"23,750",하락25,-0.11%,0,107,450,0.00,"1,035",N/A,N/A
1596,삼양사우,"28,850",0,0.00%,"5,000",107,370,6.36,822,4.47,N/A
1597,ACE 원자력테마딥서치,"11,835",하락310,-2.55%,0,107,900,0.05,"28,423",N/A,N/A
1598,메리츠 인버스 국채10년 ETN,"10,650",상승35,+0.33%,0,106,"1,000",0.00,56,N/A,N/A
1599,삼성 인버스 2X 은 선물 ETN(H),"1,065",상승35,+3.40%,0,106,"10,000",0.10,"157,814",N/A,N/A
1600,신한 인버스 Russell 2000 ETN,"10,645",0,0.00%,0,106,"1,000",0.00,0,N/A,N/A
1601,메리츠 국채5년 ETN,"10,635",0,0.00%,0,106,"1,000",0.00,0,N/A,N/A
1602,TRUE 구리 선물 ETN,"10,600",하락30,-0.28%,0,106,"1,000",0.00,20,N/A,N/A
1603,KBSTAR KRX300,"16,280",상승40,+0.25%,0,106,650,0.00,425,N/A,N/A
1604,KODEX 미국S&P500필수소비재,"10,570",상승120,+1.15%,0,106,"1,000",0.00,"196,703",N/A,N/A
1605,메리츠 레버리지 국채3년 ETN,"10,570",0,0.00%,0,106,"1,000",0.00,3,N/A,N/A
1606,KOSEF 물가채KIS,"105,380",하락60,-0.06%,0,105,100,0.00,171,N/A,N/A
1607,KODEX 미국S&P500경기소비재,"10,490",상승25,+0.24%,0,105,"1,000",0.00,"57,213",N/A,N/A
1608,KBSTAR 미국고정배당우선증권ICE TR,"9,980",상승75,+0.76%,0,105,"1,050",0.00,"1,476",N/A,N/A
1609,QV S&P500 버퍼10% 3월 ETN(H),"10,455",0,0.00%,0,105,"1,000",0.00,0,N/A,N/A
1610,KB 레버리지 KRX 2차전지 K-뉴딜 ETN,"10,435",상승290,+2.86%,0,104,"1,000",0.00,"7,478",N/A,N/A
1611,JW중외제약우,"31,000",하락500,-1.59%,"2,500",104,335,0.02,462,23.56,N/A
1612,QV S&P500 버퍼10% 6월 ETN(H),"10,385",0,0.00%,0,104,"1,000",0.00,0,N/A,N/A
1613,메리츠 국채3년 ETN,"10,375",0,0.00%,0,104,"1,000",0.00,0,N/A,N/A
1614,ACE 싱가포르리츠,"12,960",상승55,+0.43%,0,104,800,0.02,"3,435",N/A,N/A
1615,KODEX 미국나스닥100선물인버스(H),"11,505",상승10,+0.09%,0,104,900,2.29,"96,382",N/A,N/A
1616,SK증권우,"2,640",하락60,-2.22%,500,103,"3,913",0.39,"28,350",132.00,N/A
1617,메리츠 3X 레버리지 국채5년 ETN,"20,605",하락75,-0.36%,0,103,500,0.00,5,N/A,N/A
1618,QV S&P500 버퍼10% 12월 ETN(H),"10,280",0,0.00%,0,103,"1,000",0.00,0,N/A,N/A
1619,메리츠 3X 레버리지 국채3년 ETN,"20,520",하락35,-0.17%,0,103,500,0.00,53,N/A,N/A
1620,KODEX 일본TOPIX100,"17,085",상승135,+0.80%,0,103,600,0.00,679,N/A,N/A
1621,하나 iSelect-WG 탄소중립 ESG ETN,"10,220",0,0.00%,0,102,"1,000",0.00,0,N/A,N/A
1622,메리츠 3X 레버리지 국채10년 ETN,"20,405",하락60,-0.29%,0,102,500,0.00,"1,202",N/A,N/A
1623,미래에셋 인도네시아 금속&에너지 Top5 ETN,"10,200",상승25,+0.25%,0,102,"1,000",0.00,20,N/A,N/A
1624,삼성 레버리지 KRX 2차전지 K-뉴딜 ETN,"10,185",상승80,+0.79%,0,102,"1,000",0.00,"29,877",N/A,N/A
1625,TIGER 글로벌사이버보안INDXX,"9,430",상승80,+0.86%,0,102,"1,080",5.54,"2,013",N/A,N/A
1626,TIGER 한중반도체(합성),"11,975",하락35,-0.29%,0,102,850,0.00,109,N/A,N/A
1627,에셋플러스 글로벌대장장이액티브,"10,820",상승65,+0.60%,0,102,940,0.00,164,N/A,N/A
1628,SOL 24-06 국고채액티브,"101,695",상승40,+0.04%,0,102,100,0.00,248,N/A,N/A
1629,삼성 인버스 구리 선물 ETN(H),"10,120",상승155,+1.56%,0,101,"1,000",0.00,120,N/A,N/A
1630,HANARO 탄소효율그린뉴딜,"8,430",상승5,+0.06%,0,101,"1,200",0.00,"1,522",N/A,N/A
1631,메리츠 은 선물 ETN(H),"10,065",하락175,-1.71%,0,101,"1,000",0.00,150,N/A,N/A
1632,ARIRANG 200선물인버스2X,"5,295",상승15,+0.28%,0,101,"1,900",0.51,"19,898",N/A,N/A
1633,삼성 은 선물 ETN(H),"10,035",하락100,-0.99%,0,100,"1,000",0.00,2,N/A,N/A
1634,메리츠 인버스 구리 선물 ETN(H),"10,000",0,0.00%,0,100,"1,000",0.00,0,N/A,N/A
1635,마이다스 KoreaStock액티브,"19,020",하락60,-0.31%,0,100,525,0.00,25,N/A,N/A
1636,TRUE 플래티넘 선물 ETN,"9,970",상승110,+1.12%,0,100,"1,000",0.00,63,N/A,N/A
1637,대신 S&P500 VIX S/T 선물 ETN,"9,935",하락155,-1.54%,0,99,"1,000",0.00,"9,119",N/A,N/A
1638,SOL 유럽탄소배출권선물S&P(H),"14,165",하락185,-1.29%,0,99,700,0.00,"3,316",N/A,N/A
1639,메리츠 인버스 3X 국채3년 ETN,"19,710",상승10,+0.05%,0,99,500,0.00,2,N/A,N/A
1640,하나 코스닥150 선물 ETN,"9,830",상승135,+1.39%,0,98,"1,000",0.00,2,N/A,N/A
1641,KOSEF 미국달러선물인버스,"9,000",하락50,-0.55%,0,98,"1,090",0.00,"1,896",N/A,N/A
1642,TRUE 블룸버그 인도네시아 대표원자재 ETN,"9,800",0,0.00%,0,98,"1,000",0.00,3,N/A,N/A
1643,KODEX 혁신기술테마액티브,"12,245",하락15,-0.12%,0,98,800,0.00,"7,196",N/A,N/A
1644,KOSEF 국고채10년레버리지,"108,645",하락140,-0.13%,0,98,90,0.00,580,N/A,N/A
1645,메리츠 인버스 3X 국채5년 ETN,"19,540",상승25,+0.13%,0,98,500,0.00,2,N/A,N/A
1646,KODEX MSCI Korea,"16,270",상승45,+0.28%,0,98,600,0.00,36,N/A,N/A
1647,TIGER 유로스탁스레버리지(합성 H),"9,740",하락95,-0.97%,0,97,"1,000",0.00,"1,025",N/A,N/A
1648,메리츠 인버스 3X 국채10년 ETN,"19,350",상승65,+0.34%,0,97,500,0.00,122,N/A,N/A
1649,TRUE 인버스 2X S&P500 선물 ETN(H),"1,935",하락10,-0.51%,0,97,"5,000",0.00,"2,710",N/A,N/A
1650,메리츠 인버스 국채5년 ETN,"9,665",상승10,+0.10%,0,97,"1,000",0.00,2,N/A,N/A
1651,KODEX TDF2030액티브,"10,730",하락15,-0.14%,0,97,900,0.00,"2,888",N/A,N/A
1652,메리츠 인버스 2X 국채3년 ETN,"9,650",0,0.00%,0,96,"1,000",0.00,0,N/A,N/A
1653,KOSEF KRX100,"5,360",하락10,-0.19%,0,96,"1,800",0.00,609,N/A,N/A
1654,TIGER 200커버드콜ATM,"8,770",하락10,-0.11%,0,96,"1,100",0.00,"12,629",N/A,N/A
1655,삼성 인버스 나스닥 100 ETN(H),"9,615",0,0.00%,0,96,"1,000",0.00,11,N/A,N/A
1656,TRUE 코스닥 150 ETN,"9,615",상승10,+0.10%,0,96,"1,000",0.00,2,N/A,N/A
1657,KB 인버스 2X S&P 500 선물 ETN,"9,605",상승10,+0.10%,0,96,"1,000",0.00,582,N/A,N/A
1658,삼성 블룸버그 WTI원유 선물 ETN,"9,585",하락85,-0.88%,0,96,"1,000",0.00,3,N/A,N/A
1659,메리츠 구리 선물 ETN(H),"9,575",0,0.00%,0,96,"1,000",0.00,0,N/A,N/A
1660,ARIRANG KRX300,"15,935",하락55,-0.34%,0,96,600,0.00,680,N/A,N/A
1661,삼성 구리 선물 ETN(H),"9,555",0,0.00%,0,96,"1,000",0.00,0,N/A,N/A
1662,신한 레버리지 Russell 2000 ETN,"9,540",상승225,+2.42%,0,95,"1,000",0.00,357,N/A,N/A
1663,TRUE 블룸버그 WTI원유 선물 ETN,"9,535",하락95,-0.99%,0,95,"1,000",0.00,2,N/A,N/A
1664,SOL 차이나태양광CSI(합성),"7,920",상승170,+2.19%,0,95,"1,200",0.00,"25,650",N/A,N/A
1665,ACE 미국IT인터넷S&P(합성 H),"11,825",하락125,-1.05%,0,95,800,0.00,"3,202",N/A,N/A
1666,KODEX 미국S&P바이오(합성),"23,260","상승1,005",+4.52%,0,94,406,0.00,"3,603",N/A,N/A
1667,삼성 인버스 China A50 선물 ETN(H),"9,425",하락110,-1.15%,0,94,"1,000",0.00,200,N/A,N/A
1668,KBSTAR KRX300레버리지,"13,405",상승5,+0.04%,0,94,700,0.00,"1,391",N/A,N/A
1669,TRUE 인버스 유로스탁스50 ETN(H) C,"9,335",상승35,+0.38%,0,93,"1,000",0.00,"1,000",N/A,N/A
1670,삼성 나스닥 100 ETN(H),"9,325",0,0.00%,0,93,"1,000",0.00,55,N/A,N/A
1671,KODEX Fn웹툰&드라마,"5,155",0,0.00%,0,93,"1,800",0.00,"36,081",N/A,N/A
1672,삼성 인버스 금 선물 ETN(H),"9,260",상승70,+0.76%,0,93,"1,000",0.00,12,N/A,N/A
1673,KODEX 미국스마트모빌리티S&P,"5,785",상승115,+2.03%,0,93,"1,600",0.00,"4,696",N/A,N/A
1674,ACE 레버리지,"6,600",하락40,-0.60%,0,92,"1,400",0.02,"9,193",N/A,N/A
1675,하나 인버스 2X 콩 선물 ETN(H),"9,195",하락315,-3.31%,0,92,"1,000",0.00,"16,033",N/A,N/A
1676,메리츠 인버스 2X 국채5년 ETN,"9,180",상승5,+0.05%,0,92,"1,000",0.00,2,N/A,N/A
1677,TREX 펀더멘탈 200,"36,655",하락40,-0.11%,0,92,250,0.08,2,N/A,N/A
1678,ARIRANG 고배당저변동50,"11,435",하락15,-0.13%,0,91,800,0.00,"3,779",N/A,N/A
1679,하나 인버스 2X 코스닥150 선물 ETN,"9,090",상승25,+0.28%,0,91,"1,000",0.00,"1,229",N/A,N/A
1680,대신 인버스 2X 코스닥 150 선물 ETN,"9,075",상승25,+0.28%,0,91,"1,000",0.00,"8,818",N/A,N/A
1681,FOCUS 혁신기업액티브,"8,250",하락15,-0.18%,0,91,"1,100",0.00,"2,321",N/A,N/A
1682,TIGER 미국나스닥넥스트100,"10,655",상승130,+1.24%,0,91,850,5.44,77,N/A,N/A
1683,ARIRANG 200선물레버리지,"30,180",하락220,-0.72%,0,91,300,0.00,806,N/A,N/A
1684,메리츠 레버리지 국채10년 ETN,"9,010",하락30,-0.33%,0,90,"1,000",0.00,45,N/A,N/A
1685,삼성 인버스 은 선물 ETN(H),"9,005",0,0.00%,0,90,"1,000",0.00,0,N/A,N/A
1686,ACE 미국하이일드액티브(H),"9,980",하락20,-0.20%,0,90,900,0.00,"4,977",N/A,N/A
1687,삼성 인버스 코스닥 150 선물 ETN,"8,970",상승25,+0.28%,0,90,"1,000",0.00,"1,169",N/A,N/A
1688,ACE 미국달러단기채권액티브,"9,960",상승50,+0.50%,0,90,900,0.00,"1,423",N/A,N/A
1689,메리츠 인버스 은 선물 ETN(H),"8,960",0,0.00%,0,90,"1,000",0.00,0,N/A,N/A
1690,하나 인버스 코스닥150 선물 ETN,"8,920",하락25,-0.28%,0,89,"1,000",0.00,2,N/A,N/A
1691,삼성 FnGuide 웹 3.0 ETN,"8,905",하락35,-0.39%,0,89,"1,000",0.00,2,N/A,N/A
1692,메리츠 CSI 300 ETN,"8,900",상승95,+1.08%,0,89,"1,000",0.00,1,N/A,N/A
1693,TIGER S&P글로벌인프라(합성),"12,685",상승105,+0.83%,0,89,700,0.00,433,N/A,N/A
1694,메리츠 인버스 3X 국채30년 ETN,"44,260",상승440,+1.00%,0,89,200,0.00,"1,707",N/A,N/A
1695,KODEX 콩선물(H),"14,740",상승280,+1.94%,0,88,600,0.00,344,N/A,N/A
1696,KBSTAR 미국빅데이터Top3채권혼합iSelect,"11,035",상승105,+0.96%,0,88,800,0.00,"5,483",N/A,N/A
1697,신한 인버스 달러인덱스 선물 ETN(H),"8,805",0,0.00%,0,88,"1,000",0.00,0,N/A,N/A
1698,KB 인버스 2X 구리 선물 ETN(H),"17,575",0,0.00%,0,88,500,0.00,0,N/A,N/A
1699,KOSEF 미국나스닥100(H),"10,965",0,0.00%,0,88,800,0.00,"13,160",N/A,N/A
1700,ACE 중장기국공채액티브,"98,450",하락60,-0.06%,0,88,89,0.00,2,N/A,N/A
1701,KBSTAR KQ고배당,"13,450",하락60,-0.44%,0,87,650,0.00,"2,126",N/A,N/A
1702,ACE 글로벌브랜드TOP10블룸버그,"11,590",상승15,+0.13%,0,87,750,0.00,"180,838",N/A,N/A
1703,메리츠 미국채30년 ETN(H),"8,685",하락115,-1.31%,0,87,"1,000",0.00,"38,967",N/A,N/A
1704,KOSEF Fn중소형,"21,655",하락40,-0.18%,0,87,400,0.00,"1,752",N/A,N/A
1705,TIMEFOLIO K컬처액티브,"7,870",하락70,-0.88%,0,87,"1,100",0.00,"5,741",N/A,N/A
1706,TREX 200,"34,605",하락45,-0.13%,0,87,250,0.00,31,N/A,N/A
1707,KOSEF 미국S&P500(H),"10,765",상승10,+0.09%,0,86,800,0.00,10,N/A,N/A
1708,TIGER 우선주,"12,280",상승275,+2.29%,0,86,700,0.00,"10,540",N/A,N/A
1709,KB FnGuide 언택트 ETN,"8,595",하락5,-0.06%,0,86,"1,000",0.00,2,N/A,N/A
1710,동원시스템즈우,"32,500","하락1,800",-5.25%,"5,000",86,264,0.15,"3,130",13.20,N/A
1711,KB 레버리지 은 선물 ETN(H),"17,115",하락550,-3.11%,0,86,500,0.00,82,N/A,N/A
1712,HANARO KAP초장기국고채,"38,480",하락225,-0.58%,0,85,222,0.00,"2,430",N/A,N/A
1713,대신 2X 알루미늄 선물 ETN(H),"8,530",상승105,+1.25%,0,85,"1,000",0.00,"1,218",N/A,N/A
1714,미래에셋 인버스 에너지화학 Core5 ETN,"4,260",하락20,-0.47%,0,85,"2,000",0.00,10,N/A,N/A
1715,덕성우,"6,090",하락20,-0.33%,500,85,"1,392",1.05,"2,353",41.43,N/A
1716,HANARO CAPEX설비투자iSelect,"10,580",하락50,-0.47%,0,85,800,0.00,"59,760",N/A,N/A
1717,신한 인버스 은 선물 ETN(H),"4,220",상승55,+1.32%,0,84,"2,000",0.00,"1,357",N/A,N/A
1718,일양약품우,"18,900",하락100,-0.53%,"2,500",84,445,0.27,729,19.19,N/A
1719,크라운제과우,"10,870",하락50,-0.46%,200,84,774,0.53,"4,477",5.34,N/A
1720,SOL 미국TOP5채권혼합40 Solactive,"10,510",상승30,+0.29%,0,84,800,0.00,"16,001",N/A,N/A
1721,TIGER 이머징마켓MSCI레버리지(합성 H),"7,355",상승5,+0.07%,0,84,"1,140",0.00,983,N/A,N/A
1722,ARIRANG 미국S&P500,"10,455",상승80,+0.77%,0,84,800,0.00,"1,869",N/A,N/A
1723,삼성 KRX 리츠 TOP10 월배당 ETN,"8,360",상승35,+0.42%,0,84,"1,000",0.00,"12,104",N/A,N/A
1724,KOSEF 블루칩,"8,340",상승5,+0.06%,0,83,"1,000",0.00,"301,670",N/A,N/A
1725,KODEX 한중전기차(합성),"11,905",상승115,+0.98%,0,83,700,0.00,207,N/A,N/A
1726,HANARO 글로벌워터MSCI(합성),"10,355",상승85,+0.83%,0,83,800,0.00,26,N/A,N/A
1727,삼성 코스피 양매도 5% OTM ETN,"8,270",0,0.00%,0,83,"1,000",0.00,0,N/A,N/A
1728,ACE 중국본토CSI300레버리지(합성),"3,935",상승85,+2.21%,0,83,"2,100",3.97,"8,229",N/A,N/A
1729,KOSEF 200선물인버스2X,"2,625",상승10,+0.38%,0,82,"3,140",0.00,"62,402",N/A,N/A
1730,KODEX 모멘텀Plus,"11,750",상승95,+0.82%,0,82,700,0.00,"13,563",N/A,N/A
1731,SOL 한국형글로벌반도체액티브,"10,480",하락80,-0.76%,0,82,780,0.00,"2,589",N/A,N/A
1732,ACE 삼성그룹동일가중,"16,345",하락30,-0.18%,0,82,500,0.00,230,N/A,N/A
1733,ARIRANG 국채선물10년,"52,270",하락170,-0.32%,0,82,156,0.00,931,N/A,N/A
1734,KOSEF 코스피100,"25,475",하락65,-0.25%,0,82,320,0.00,73,N/A,N/A
1735,신한 인버스 2X Russell 2000 ETN,"8,125",하락115,-1.40%,0,81,"1,000",0.00,69,N/A,N/A
1736,KOSEF 미국방어배당성장나스닥,"13,520",상승150,+1.12%,0,81,600,0.00,904,N/A,N/A
1737,에셋플러스 글로벌영에이지액티브,"11,245",상승15,+0.13%,0,81,720,0.00,814,N/A,N/A
1738,KBSTAR 글로벌수소경제Indxx,"8,960",상승80,+0.90%,0,81,900,0.00,"3,881",N/A,N/A
1739,TIGER 금은선물(H),"10,040",하락85,-0.84%,0,80,800,0.00,"2,900",N/A,N/A
1740,마이다스 KoreaStock중소형액티브,"21,400",하락110,-0.51%,0,80,375,0.00,30,N/A,N/A
