0,1,2,3,4,5,6,7,8,9,10,11
489,DL건설,"13,410",하락200,-1.47%,"5,000","2,957","22,053",2.01,"23,327",5.64,5.67
490,경방,"10,690",하락10,-0.09%,500,"2,931","27,415",1.12,"2,554",66.40,0.59
491,BYC,"469,000",0,0.00%,"5,000","2,929",625,1.61,140,11.16,7.08
492,도화엔지니어링,"8,670",상승70,+0.81%,500,"2,924","33,720",1.61,"308,793",176.94,0.62
493,KBSTAR Fn수소경제테마,"10,425",상승5,+0.05%,0,"2,919","28,000",0.02,"109,205",N/A,N/A
494,제일약품,"19,810",하락490,-2.41%,500,"2,913","14,705",2.91,"39,107",-22.26,-8.03
495,한국콜마홀딩스,"15,640",상승630,+4.20%,500,"2,905","18,577",14.72,"56,478",-50.61,-0.98
496,키다리스튜디오,"7,840",하락160,-2.00%,500,"2,898","36,971",0.58,"269,530",-100.51,-1.14
497,SNT다이내믹스,"8,690",하락60,-0.69%,"2,500","2,890","33,253",3.25,"35,705",12.56,3.51
498,삼양패키징,"18,290",하락10,-0.05%,"5,000","2,888","15,789",5.26,"7,118",23.54,N/A
499,케이씨,"21,200",하락300,-1.40%,500,"2,873","13,554",7.79,"45,091",2.89,14.47
500,현대차증권,"9,020",하락10,-0.11%,"5,000","2,860","31,713",2.89,"23,288",4.01,7.30
501,한전산업,"8,770",하락430,-4.67%,500,"2,859","32,600",1.78,"572,925",17.58,17.93
502,백광산업,"6,360",상승560,+9.66%,500,"2,857","44,918",5.12,"10,061,129",13.20,10.87
503,KODEX 은행,"6,295",상승5,+0.08%,0,"2,842","45,150",0.00,"602,852",N/A,N/A
504,한솔제지,"11,840",상승90,+0.77%,"5,000","2,818","23,801",10.13,"110,812",3.82,10.39
505,유니퀘스트,"10,290",하락290,-2.74%,500,"2,815","27,356",52.62,"129,965",5.73,15.17
506,테이팩스,"59,300","상승1,400",+2.42%,500,"2,798","4,718",3.50,"51,179",14.78,13.56
507,대한방직,"52,700",0,0.00%,"1,000","2,793","5,300",0.59,429,-53.39,-3.81
508,롯데하이마트,"11,760",하락20,-0.17%,"5,000","2,776","23,608",4.39,"18,418",-0.53,-33.81
509,코오롱모빌리티그룹,"4,400",하락45,-1.01%,500,"2,762","62,777",0.99,"936,365",N/A,N/A
510,일진전기,"7,430",하락150,-1.98%,"1,000","2,755","37,080",2.00,"1,126,539",11.38,7.25
511,대한제당,"3,065",하락20,-0.65%,500,"2,749","89,697",2.44,"1,485,587",11.52,4.87
512,AK홀딩스,"20,650",하락100,-0.48%,"5,000","2,736","13,248",4.52,"27,987",-4.50,-10.60
513,HLB글로벌,"6,440",상승170,+2.71%,500,"2,728","42,367",5.25,"437,769",-23.59,-13.45
514,하나제약,"15,300",하락210,-1.35%,500,"2,719","17,773",0.39,"30,366",11.18,9.34
515,신세계 I&C,"15,800",하락120,-0.75%,500,"2,718","17,200",3.10,"105,153",3.24,N/A
516,그린케미칼,"11,290",상승440,+4.06%,500,"2,710","24,000",0.52,"505,467",94.08,2.34
517,대상홀딩스,"7,470",하락30,-0.40%,"1,000","2,705","36,213",4.73,"49,216",8.61,4.47
518,대동,"11,250",상승70,+0.63%,"1,000","2,692","23,932",4.13,"313,521",7.21,11.11
519,코오롱,"21,150",하락300,-1.40%,"5,000","2,670","12,626",9.81,"16,526",2.11,15.38
520,성신양회,"10,820",상승40,+0.37%,"5,000","2,653","24,516",5.99,"490,835",-10.29,-6.56
521,NPC,"7,200",상승20,+0.28%,500,"2,644","36,720",2.09,"198,683",10.75,8.44
522,아주스틸,"9,990",하락120,-1.19%,500,"2,643","26,452",20.71,"56,774",195.88,0.56
523,와이투솔루션,"1,586",상승136,+9.38%,500,"2,625","165,515",1.63,"10,531,522",-113.29,-2.60
524,광주신세계,"32,600",하락450,-1.36%,"1,000","2,608","8,000",9.26,"8,569",4.58,7.42
525,동양,"1,090",하락22,-1.98%,500,"2,602","238,684",5.18,"206,635",-60.56,-0.56
526,현대지에프홀딩스,"4,055",상승10,+0.25%,500,"2,588","63,824",10.48,"171,764",7.09,3.06
527,종근당홀딩스,"51,600",하락200,-0.39%,"2,500","2,585","5,010",5.41,"2,940",241.12,0.20
528,KBSTAR 단기종합채권(AA-이상)액티브,"103,940",상승20,+0.02%,0,"2,581","2,483",0.00,236,N/A,N/A
529,스틱인베스트먼트,"6,150",상승20,+0.33%,500,"2,563","41,678",5.00,"132,954",16.18,N/A
530,대원강업,"4,130",하락210,-4.84%,500,"2,561","62,000",2.78,"679,418",13.59,3.99
531,SOL 종합채권(AA-이상)액티브,"102,035",하락250,-0.24%,0,"2,531","2,481",0.00,4,N/A,N/A
532,KBSTAR 미국나스닥100,"12,840",상승90,+0.71%,0,"2,517","19,600",0.01,"134,082",N/A,N/A
533,KBSTAR 미국S&P500,"11,980",상승85,+0.71%,0,"2,492","20,800",0.00,"306,817",N/A,N/A
534,SNT홀딩스,"15,230",하락170,-1.10%,500,"2,483","16,304",9.54,"7,410",4.83,5.31
535,태경비케이,"8,990",상승50,+0.56%,500,"2,480","27,583",2.89,"1,967,493",10.58,14.24
536,한국금융지주우,"42,250",하락200,-0.47%,"5,000","2,475","5,858",15.31,"6,502",4.09,N/A
537,대한제분,"146,300","하락1,300",-0.88%,"5,000","2,472","1,690",9.07,"1,721",6.01,4.58
538,자이에스앤디,"6,370",하락100,-1.55%,"1,000","2,470","38,783",1.09,"140,754",3.17,24.11
539,유진투자증권,"2,550",하락5,-0.20%,"5,000","2,470","96,866",6.10,"126,939",15.74,1.62
540,KBSTAR 코스피,"26,695",하락50,-0.19%,0,"2,469","9,250",0.06,"166,020",N/A,N/A
541,삼영무역,"13,320",하락20,-0.15%,500,"2,460","18,467",17.75,"6,415",4.57,12.23
542,대성에너지,"8,840",하락40,-0.45%,"1,000","2,431","27,500",0.86,"81,750",-327.41,-0.24
543,금호건설,"6,500",상승20,+0.31%,"5,000","2,402","36,954",5.71,"95,553",11.40,3.54
544,동화약품,"8,580",하락120,-1.38%,"1,000","2,397","27,931",3.37,"76,080",11.75,5.73
545,사조대림,"26,150",상승250,+0.97%,"5,000","2,396","9,164",4.62,"45,548",3.37,15.48
546,무림P&P,"3,840",상승5,+0.13%,"2,500","2,395","62,368",2.27,"154,057",5.33,7.11
547,일진홀딩스,"4,815",하락135,-2.73%,"1,000","2,376","49,347",5.01,"372,863",12.91,4.34
548,에이블씨엔씨,"8,780",상승290,+3.42%,500,"2,374","27,033",10.39,"206,766",250.86,0.82
549,현대코퍼레이션,"17,900",하락280,-1.54%,"5,000","2,368","13,229",7.05,"140,708",3.01,19.83
550,TIGER 리츠부동산인프라,"4,585",0,0.00%,0,"2,366","51,600",0.00,"268,771",N/A,N/A
551,삼부토건,"1,189",상승34,+2.94%,"1,000","2,350","197,673",4.52,"2,062,036",-2.94,-35.88
552,KPX케미칼,"48,550",상승150,+0.31%,"5,000","2,350","4,840",28.33,"1,522",8.21,4.97
553,JW홀딩스,"3,240",하락45,-1.37%,500,"2,349","72,508",1.71,"62,923",10.59,22.13
554,태경산업,"7,990",상승410,+5.41%,500,"2,335","29,229",4.87,"776,001",10.14,8.42
555,KBSTAR KIS국고채30년Enhanced,"72,740",하락145,-0.20%,0,"2,328","3,200",0.75,"60,146",N/A,N/A
556,미원홀딩스,"100,100",하락400,-0.40%,500,"2,322","2,320",0.21,"1,354",11.51,9.54
557,TIGER 차이나CSI300,"10,405",상승100,+0.97%,0,"2,320","22,300",1.97,"119,811",N/A,N/A
558,교촌에프앤비,"9,260",하락130,-1.38%,500,"2,313","24,983",0.42,"23,036",43.27,2.98
559,AJ네트웍스,"4,940",상승45,+0.92%,"1,000","2,313","46,822",3.73,"105,940",25.73,2.49
560,삼성출판사,"23,050",하락250,-1.07%,500,"2,305","10,000",0.66,"26,283",14.02,9.48
561,만호제강,"55,500","상승1,300",+2.40%,"1,000","2,303","4,150",2.79,"29,779",49.38,2.75
562,GS글로벌,"2,790",하락25,-0.89%,"2,500","2,303","82,534",3.79,"1,357,721",3.28,19.28
563,에이프로젠바이오로직스,391,하락18,-4.40%,500,"2,290","585,755",1.78,"4,793,307",20.58,1.69
564,KBSTAR ESG사회책임투자,"10,650",하락40,-0.37%,0,"2,290","21,500",0.00,"18,803",N/A,N/A
565,동성케미컬,"4,600",하락15,-0.33%,"1,000","2,286","49,690",2.94,"55,941",6.52,9.69
566,디아이,"8,030",상승130,+1.65%,500,"2,272","28,300",7.62,"627,409",17.23,9.97
567,대덕,"6,680",하락10,-0.15%,500,"2,264","33,890",7.31,"49,882",12.17,3.21
568,현대차3우B,"94,100","하락1,000",-1.05%,"5,000","2,263","2,404",18.85,"16,966",3.54,N/A
569,KPX홀딩스,"53,200",하락600,-1.12%,"5,000","2,248","4,225",31.10,"2,021",25.21,1.08
570,한신기계,"6,920",하락340,-4.68%,500,"2,245","32,446",5.07,"1,324,659",-47.40,-5.30
571,SOL 200TR,"11,800",하락60,-0.51%,0,"2,230","18,900",0.01,"118,585",N/A,N/A
572,넥센,"4,125",하락20,-0.48%,500,"2,209","53,544",1.56,"16,308",13.48,1.57
573,KODEX 골드선물(H),"13,035",하락90,-0.69%,0,"2,203","16,900",0.07,"138,169",N/A,N/A
574,하이트진로홀딩스,"9,430",하락10,-0.11%,"5,000","2,188","23,207",7.48,"12,794",7.41,5.62
575,KODEX K-메타버스액티브,"8,665",하락85,-0.97%,0,"2,188","25,250",0.66,"191,824",N/A,N/A
576,대교,"2,570",하락20,-0.77%,500,"2,177","84,703",1.93,"67,477",-2.00,-29.64
577,TIGER 차이나과창판STAR50(합성),"8,690",하락75,-0.86%,0,"2,177","25,050",2.13,"53,841",N/A,N/A
578,금호석유우,"71,800",0,0.00%,"5,000","2,171","3,023",7.89,"8,144",2.31,N/A
579,KODEX 국고채3년,"57,795",상승45,+0.08%,0,"2,166","3,748",0.01,"4,101",N/A,N/A
580,LS전선아시아,"7,070",하락70,-0.98%,500,"2,165","30,625",1.58,"57,568",-112.22,-1.27
581,TIGER KRX BBIG K-뉴딜,"7,310",하락65,-0.88%,0,"2,164","29,600",1.34,"103,418",N/A,N/A
582,사조산업,"43,100",상승50,+0.12%,"5,000","2,155","5,000",3.91,"6,540",3.08,14.51
583,한독,"15,640",하락150,-0.95%,500,"2,153","13,764",1.80,"9,024",20.15,2.80
584,이월드,"1,516",하락19,-1.24%,"1,000","2,150","141,806",0.61,"99,551",37.90,2.32
585,디앤디플랫폼리츠,"3,330",상승5,+0.15%,"1,000","2,145","64,400",1.22,"91,874",28.46,0.38
586,두산우,"53,000",하락700,-1.30%,"5,000","2,118","3,996",14.69,982,-1.63,N/A
587,흥국화재,"3,285",0,0.00%,"5,000","2,110","64,243",1.72,"82,720",1.45,20.91
588,S-Oil우,"52,400",하락400,-0.76%,"2,500","2,107","4,022",12.94,"8,437",2.90,N/A
589,TIGER Fn반도체TOP10,"7,995",하락105,-1.30%,0,"2,099","26,250",0.00,"4,015,029",N/A,N/A
590,화승인더,"3,785",하락30,-0.79%,500,"2,094","55,320",8.65,"73,128",252.33,0.24
591,HDC랩스,"8,060",하락60,-0.74%,500,"2,092","25,958",4.42,"5,877",16.83,4.72
592,KBSTAR 200TR,"17,920",하락25,-0.14%,0,"2,079","11,600",0.00,"4,097",N/A,N/A
593,부국증권,"19,970",상승20,+0.10%,"5,000","2,071","10,370",1.34,794,6.31,6.25
594,LG우,"68,500","상승1,900",+2.85%,"5,000","2,070","3,022",43.94,"21,538",5.55,N/A
595,우진,"10,160",하락430,-4.06%,500,"2,065","20,324",1.12,"618,145",21.80,6.38
596,NI스틸,"7,200",하락110,-1.50%,500,"2,059","28,600",4.10,"320,750",4.22,29.57
597,아모레G3우(전환),"29,000","상승1,400",+5.07%,500,"2,057","7,092",4.75,"21,931",44.75,N/A
598,삼성전기우,"70,700","하락1,100",-1.53%,"5,000","2,055","2,907",6.85,"8,795",5.60,N/A
599,한솔테크닉스,"6,360",상승240,+3.92%,"5,000","2,042","32,110",7.73,"244,851",13.89,5.04
600,신한서부티엔디리츠,"3,615",상승15,+0.42%,"1,000","2,023","55,956",1.10,"62,696",37.27,2.02
601,ACE 단기통안채,"101,250",상승5,0.00%,0,"2,009","1,984",0.00,"4,666,974",N/A,N/A
602,TIGER 중장기국채,"49,190",하락20,-0.04%,0,"2,007","4,080",0.07,"6,384",N/A,N/A
603,STX,"7,010",상승20,+0.29%,"2,500","2,006","28,621",0.34,"920,571",-14.79,-23.17
604,대창단조,"7,020",하락30,-0.43%,500,"2,006","28,572",7.48,"268,350",5.46,16.29
605,선진,"8,420",하락50,-0.59%,500,"2,002","23,780",12.38,"57,197",8.64,5.64
606,경인양행,"4,780",하락90,-1.85%,500,"1,989","41,616",3.89,"56,758",13.86,6.07
607,서연,"8,470",하락180,-2.08%,500,"1,989","23,480",4.57,"214,856",3.02,13.14
608,삼성제약,"2,940",상승30,+1.03%,500,"1,975","67,162",4.81,"348,307",-7.86,-21.83
609,예스코홀딩스,"32,900",하락300,-0.90%,"5,000","1,974","6,000",10.27,"4,936",-19.81,-2.05
610,경농,"10,100",하락120,-1.17%,500,"1,972","19,523",0.86,"32,181",7.35,12.08
611,태림포장,"2,765",하락65,-2.30%,500,"1,958","70,806",1.08,"70,459",11.24,5.25
612,CJ제일제당 우,"146,900",상승500,+0.34%,"5,000","1,950","1,327",29.94,"4,629",4.04,N/A
613,대성산업,"4,300",하락70,-1.60%,"5,000","1,945","45,235",2.38,"168,522",-16.35,-2.12
614,백산,"8,260",하락140,-1.67%,500,"1,934","23,415",2.89,"185,070",4.41,27.95
615,ARIRANG 코스피TR,"13,545",하락60,-0.44%,0,"1,910","14,100",0.00,"34,528",N/A,N/A
616,제일파마홀딩스,"11,940",하락370,-3.01%,500,"1,907","15,973",10.17,"12,130",-2.56,-19.90
617,LS네트웍스,"2,410",하락35,-1.43%,"5,000","1,899","78,803",0.14,"40,257",-80.33,-0.43
618,삼영전자,"9,480",하락160,-1.66%,500,"1,896","20,000",39.72,"65,657",10.43,3.52
619,JW생명과학,"11,960",하락70,-0.58%,"2,500","1,894","15,835",2.13,"15,697",12.66,11.01
620,KODEX 차이나CSI300,"12,915",상승125,+0.98%,0,"1,892","14,650",0.17,"76,543",N/A,N/A
621,KSS해운,"8,180",하락20,-0.24%,500,"1,888","23,086",6.07,"79,154",4.16,12.14
622,ARIRANG 고배당주,"12,245",하락15,-0.12%,0,"1,881","15,360",0.10,"109,975",N/A,N/A
623,이구산업,"5,600",상승340,+6.46%,500,"1,873","33,442",1.39,"8,848,211",32.75,4.58
624,삼성 인버스 2X WTI원유 선물 ETN,125,상승5,+4.17%,0,"1,871","1,497,000",0.00,"4,572,239",N/A,N/A
625,세종공업,"6,720",하락180,-2.61%,500,"1,870","27,821",4.26,"252,663",108.39,0.43
626,KBSTAR IT플러스,"17,975",하락35,-0.19%,0,"1,862","10,360",0.01,"4,421",N/A,N/A
627,한세예스24홀딩스,"4,640",하락95,-2.01%,500,"1,856","40,000",2.51,"43,821",8.71,4.80
628,TIGER Fn메타버스,"8,395",하락125,-1.47%,0,"1,855","22,100",1.06,"344,669",N/A,N/A
629,ACE 베트남VN30(합성),"17,150",상승35,+0.20%,0,"1,852","10,800",0.21,"42,904",N/A,N/A
630,디아이씨,"4,750",하락310,-6.13%,500,"1,847","38,889",1.78,"1,159,446",60.90,3.12
631,진흥기업,"1,267",하락22,-1.71%,500,"1,843","145,472",1.34,"355,367",3.75,25.05
632,KODEX 미국채울트라30년선물(H),"8,920",하락105,-1.16%,0,"1,838","20,600",0.63,"1,376,161",N/A,N/A
633,동아지질,"12,980",하락60,-0.46%,500,"1,824","14,053",5.03,"51,412",-7.96,-10.71
634,제이에스코퍼레이션,"13,630",하락270,-1.94%,100,"1,818","13,336",1.01,"16,913",2.81,28.26
635,강남제비스코,"27,900",상승550,+2.01%,"1,000","1,814","6,500",10.21,"57,266",29.31,1.04
636,진양홀딩스,"3,230",하락15,-0.46%,500,"1,805","55,895",1.93,"37,717",7.37,7.41
637,HANARO MSCI Korea TR,"14,255",상승50,+0.35%,0,"1,796","12,600",0.00,66,N/A,N/A
638,KODEX 미국나스닥100레버리지(합성 H),"5,425",0,0.00%,0,"1,779","32,800",0.56,"390,967",N/A,N/A
639,KOSEF 인도Nifty50(합성),"18,240",하락75,-0.41%,0,"1,778","9,750",0.24,"71,614",N/A,N/A
640,이지스밸류리츠,"4,825",상승75,+1.58%,"1,000","1,773","36,745",2.13,"66,755",3.47,19.41
641,DB금융투자,"4,175",하락5,-0.12%,"5,000","1,772","42,446",8.85,"26,389","-2,087.50",-0.01
642,ACE 중국본토CSI300,"28,125",상승310,+1.11%,0,"1,772","6,300",0.07,"2,675",N/A,N/A
643,유수홀딩스,"6,800",하락30,-0.44%,"2,500","1,771","26,042",17.92,"68,823",6.09,8.97
644,코람코더원리츠,"4,380",0,0.00%,500,"1,770","40,400",0.86,"93,114",68.44,1.62
645,STX중공업,"6,190",하락110,-1.75%,"2,500","1,767","28,553",2.70,"206,694",12.40,8.17
646,휴비스,"5,120",하락90,-1.73%,"5,000","1,766","34,500",1.39,"63,719",-2.19,-19.00
647,TIGER 25-10 회사채(A+이상)액티브,"50,270",상승15,+0.03%,0,"1,761","3,504",0.00,"59,784",N/A,N/A
648,신세계푸드,"45,400",하락50,-0.11%,"5,000","1,758","3,872",3.31,"3,909",-32.66,-1.87
649,삼화페인트,"6,430",하락30,-0.46%,500,"1,749","27,203",5.75,"78,620",31.21,1.89
650,금호에이치티,890,하락12,-1.33%,500,"1,746","196,141",1.47,"785,888",-7.81,-6.78
651,해태제과식품,"5,980",하락10,-0.17%,500,"1,741","29,117",0.66,"9,210",-74.75,-0.91
652,아남전자,"2,250",하락40,-1.75%,500,"1,735","77,125",7.44,"832,094",12.50,15.76
653,퍼스텍,"3,605",0,0.00%,500,"1,733","48,061",3.62,"1,633,628",97.43,3.59
654,NH투자증권우,"9,150",0,0.00%,"5,000","1,727","18,871",2.15,"27,473",10.37,N/A
655,다이나믹디자인,"12,220","상승2,710",+28.50%,500,"1,724","14,107",0.00,"18,999,854",-1.27,-143.17
656,TIGER 여행레저,"4,190",상승95,+2.32%,0,"1,722","41,100",0.07,"546,650",N/A,N/A
657,경보제약,"7,150",하락80,-1.11%,500,"1,709","23,907",1.83,"85,020",275.00,0.42
658,TIGER 반도체,"29,260",하락515,-1.73%,0,"1,703","5,820",0.05,"122,240",N/A,N/A
659,태경케미컬,"14,640",상승210,+1.46%,500,"1,698","11,600",2.50,"61,070",19.16,6.16
660,신라교역,"10,600",상승30,+0.28%,500,"1,696","16,000",3.17,"5,910",11.95,2.55
661,현대약품,"5,270",하락20,-0.38%,500,"1,686","32,000",4.02,"229,395","-1,054.00",-0.19
662,한국패러랠,"2,100",상승5,+0.24%,0,"1,680","80,020",0.00,"61,159",N/A,N/A
663,동부건설,"7,340",하락70,-0.94%,"5,000","1,679","22,875",2.02,"116,209",4.23,7.01
664,TIGER 코스피,"26,835",하락70,-0.26%,0,"1,677","6,250",0.13,"444,198",N/A,N/A
665,KODEX ESG종합채권(A-이상)액티브,"103,800",0,0.00%,0,"1,675","1,614",0.00,0,N/A,N/A
666,노루페인트,"8,340",하락170,-2.00%,500,"1,668","20,000",3.19,"182,293",14.79,3.31
667,KODEX 장기종합채권(AA-이상)액티브KAP,"89,200",하락325,-0.36%,0,"1,665","1,867",0.00,296,N/A,N/A
668,한국주철관,"7,280",상승30,+0.41%,500,"1,660","22,800",4.58,"27,833",13.81,3.53
669,현대리바트,"8,070",상승40,+0.50%,"1,000","1,657","20,535",3.85,"53,875",-3.26,-10.95
670,KOSEF 단기자금,"102,535",상승5,0.00%,0,"1,654","1,613",0.00,"5,076",N/A,N/A
671,TIGER 헬스케어,"28,305",하락560,-1.94%,0,"1,653","5,840",0.08,"97,705",N/A,N/A
672,KB 블룸버그 인버스2X 천연가스선물 ETN(H),"65,645","하락4,875",-6.91%,0,"1,641","2,500",0.00,"13,820",N/A,N/A
673,HANARO 200TR,"41,465",하락15,-0.04%,0,"1,638","3,950",0.00,466,N/A,N/A
674,TIGER 23-12 국공채액티브,"203,895",상승45,+0.02%,0,"1,637",803,0.01,"1,961",N/A,N/A
675,신한 블룸버그 -2X 천연가스 선물 ETN(H),"65,410","하락4,965",-7.06%,0,"1,635","2,500",0.00,"5,290",N/A,N/A
676,동아타이어,"11,900",하락20,-0.17%,500,"1,634","13,733",3.08,"23,701",6.81,6.41
677,인스코비,"1,451",상승87,+6.38%,500,"1,631","112,380",4.14,"5,153,565",-21.98,-11.23
678,미래에셋 S&P -2X 천연가스 선물 ETN(H),"65,110","하락4,865",-6.95%,0,"1,628","2,500",0.00,"6,004",N/A,N/A
679,황금에스티,"9,570",하락100,-1.03%,500,"1,627","17,000",5.69,"1,480,432",4.02,12.83
680,아시아나IDT,"14,650",하락140,-0.95%,500,"1,626","11,100",0.96,"13,024",18.93,5.45
681,디씨엠,"14,200",하락170,-1.18%,500,"1,619","11,400",1.89,"18,153",4.34,15.03
682,ACE 23-12 회사채(AA-이상)액티브,"103,340",상승15,+0.01%,0,"1,609","1,557",0.01,868,N/A,N/A
683,금강공업,"5,480",0,0.00%,"1,000","1,607","29,329",2.83,"65,600",3.22,15.03
684,세아특수강,"18,660",하락290,-1.53%,"5,000","1,599","8,570",2.81,"71,868",8.77,5.47
685,TIGER 글로벌4차산업혁신기술(합성 H),"15,200",하락35,-0.23%,0,"1,599","10,520",0.23,"18,145",N/A,N/A
686,대한화섬,"120,000",하락400,-0.33%,"5,000","1,594","1,328",0.27,399,4.77,4.59
687,디와이,"6,020",하락150,-2.43%,500,"1,584","26,320",5.15,"236,155",-36.71,-1.26
688,SK이노베이션우,"126,800",하락600,-0.47%,"5,000","1,583","1,248",14.43,"26,743",7.57,N/A
689,KODEX TRF3070,"11,285",0,0.00%,0,"1,580","14,000",0.07,"30,970",N/A,N/A
690,KBSTAR iSelect메타버스,"7,370",하락105,-1.40%,0,"1,579","21,420",0.03,"75,542",N/A,N/A
691,무학,"5,530",0,0.00%,200,"1,576","28,500",4.19,"56,816",-11.94,-2.70
692,센트랄모텍,"18,270",상승120,+0.66%,500,"1,573","8,610",2.53,"1,897,153",139.47,1.12
693,삼성물산우B,"96,600",하락400,-0.41%,100,"1,572","1,627",14.54,"2,882",8.91,N/A
694,KODEX 차이나항셍테크,"6,115",하락30,-0.49%,0,"1,568","25,650",1.12,"801,613",N/A,N/A
695,일동홀딩스,"13,560",하락190,-1.38%,"1,000","1,565","11,540",2.72,"80,656",-1.53,-314.25
696,TIGER 글로벌메타버스액티브,"6,785",상승5,+0.07%,0,"1,562","23,020",0.46,"48,297",N/A,N/A
697,KTcs,"3,650",하락85,-2.28%,500,"1,558","42,685",6.72,"629,356",9.12,9.52
698,동성제약,"5,900",하락100,-1.67%,"1,000","1,540","26,101",4.68,"43,063",-72.84,-4.75
699,SNT에너지,"20,500",하락500,-2.38%,500,"1,539","7,507",3.02,"90,246",10.19,6.04
700,KODEX 23-12 국고채액티브,"10,200",0,0.00%,0,"1,534","15,040",0.01,"8,361",N/A,N/A
701,신원,"1,493",상승3,+0.20%,500,"1,532","102,586",1.99,"220,529",8.07,8.10
702,계룡건설,"17,120",하락310,-1.78%,"5,000","1,529","8,931",20.18,"21,449",2.53,8.36
703,대영포장,"1,409",하락14,-0.98%,500,"1,527","108,395",0.75,"157,123",11.84,7.69
704,삼양통상,"50,500",하락100,-0.20%,"5,000","1,515","3,000",3.70,852,10.03,3.67
705,종근당바이오,"27,600",하락250,-0.90%,"2,500","1,514","5,486",1.62,"28,410",-9.06,-10.80
706,HDC현대EP,"4,745",하락15,-0.32%,500,"1,514","31,900",5.31,"77,512",13.14,3.79
707,효성ITX,"13,090",상승10,+0.08%,500,"1,513","11,558",0.66,"54,779",10.90,17.65
708,벽산,"2,205",하락25,-1.12%,500,"1,512","68,560",4.26,"108,900",15.21,4.22
709,컨버즈,"4,100",0,0.00%,500,"1,509","36,810",0.09,0,-13.18,-81.16
710,용평리조트,"3,095",하락20,-0.64%,"5,000","1,490","48,133",1.29,"20,054",-12.28,-3.17
711,신일전자,"2,095",상승20,+0.96%,500,"1,488","71,048",4.10,"576,237",139.67,1.27
712,성안,"2,435",상승30,+1.25%,500,"1,488","61,095",3.63,"1,789,920",-47.75,-9.33
713,한컴라이프케어,"5,340",상승60,+1.14%,200,"1,478","27,674",0.74,"81,561",16.04,7.54
714,동남합성,"42,000",하락250,-0.59%,500,"1,470","3,500",0.02,"1,068",14.28,22.06
715,샘표,"50,900",하락700,-1.36%,"1,000","1,464","2,876",4.42,"3,256",14.03,5.35
716,사조동아원,"1,034",상승1,+0.10%,500,"1,459","141,145",2.11,"499,900",147.71,0.47
717,인지컨트롤스,"9,230",하락240,-2.53%,500,"1,459","15,809",3.57,"136,531",10.18,7.27
718,태영건설,"3,735",하락40,-1.06%,500,"1,453","38,899",7.98,"112,618",2.39,8.54
719,수산중공업,"2,685",하락50,-1.83%,500,"1,450","53,985",1.80,"302,088",9.20,12.09
720,TIGER 미국MSCI리츠(합성 H),"11,945",상승200,+1.70%,0,"1,421","11,900",0.00,"20,726",N/A,N/A
721,NH올원리츠,"3,360",상승10,+0.30%,500,"1,418","42,200",1.62,"126,539",36.92,1.94
722,KODEX 배당가치,"12,295",하락55,-0.45%,0,"1,414","11,500",0.01,"5,930",N/A,N/A
723,성창기업지주,"2,025",하락5,-0.25%,500,"1,412","69,752",2.74,"85,075",-10.71,-2.33
724,TIGER 투자등급회사채액티브,"103,650",하락65,-0.06%,0,"1,396","1,347",0.02,522,N/A,N/A
725,대창,"1,529",하락20,-1.29%,500,"1,394","91,140",2.63,"1,556,362",37.29,1.51
726,유니온머티리얼,"3,300",하락85,-2.51%,500,"1,386","42,000",2.24,"1,908,033",-660.00,-0.26
727,미원화학,"62,900",상승200,+0.32%,"1,000","1,383","2,199",4.62,66,8.51,12.87
728,KODEX 삼성그룹밸류,"9,290",하락10,-0.11%,0,"1,375","14,800",0.02,643,N/A,N/A
729,한국석유,"10,790",하락140,-1.28%,500,"1,370","12,694",1.42,"80,876",12.30,6.98
730,신한 인버스0.5X S&P500 VIX S/T선물 ETN,"22,810",0,0.00%,0,"1,369","6,000",0.00,0,N/A,N/A
731,한국수출포장,"3,415",하락200,-5.53%,500,"1,366","40,000",4.00,"567,198",6.72,7.47
732,삼성 레버리지 천연가스 선물 ETN B,"1,605",상승95,+6.29%,0,"1,364","85,000",0.01,"6,252,396",N/A,N/A
733,대양금속,"4,085",하락90,-2.16%,500,"1,363","33,362",5.70,"847,519",21.06,N/A
734,삼성 인버스 2X 코스닥150 선물 ETN,"9,075",상승40,+0.44%,0,"1,361","15,000",0.01,"1,431,234",N/A,N/A
735,KBSTAR 코스닥150,"13,705",하락15,-0.11%,0,"1,360","9,920",0.02,"19,088",N/A,N/A
736,신흥,"14,240",상승10,+0.07%,500,"1,353","9,500",0.10,"18,158",15.98,8.13
737,팜스코,"3,665",하락15,-0.41%,500,"1,346","36,728",1.28,"38,902",-4.11,-11.68
738,삼원강재,"3,365",하락150,-4.27%,500,"1,346","40,000",0.39,"1,208,757",10.35,5.79
739,노루홀딩스,"10,120",하락100,-0.98%,500,"1,345","13,291",3.75,"7,364",5.47,6.56
740,한솔홀딩스,"3,195",하락10,-0.31%,"1,000","1,342","42,009",12.23,"38,783",2.79,8.83
741,유화증권,"2,355",하락20,-0.84%,"1,000","1,335","56,702",1.33,"8,382",41.32,0.85
742,ARIRANG 국고채30년액티브,"98,250",하락655,-0.66%,0,"1,333","1,357",0.00,250,N/A,N/A
743,광전자,"2,300",하락20,-0.86%,500,"1,333","57,944",20.43,"72,107",9.62,6.33
744,동양철관,"1,120",상승6,+0.54%,500,"1,332","118,885",4.29,"2,002,807",33.94,4.62
